"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"
"THI13"	"YDL244W"	16204	17226	MONOMER3O-9145	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis"
"SKG6"	"YHR149C"	394455	396659	"Suppressor of lethality of Kex2 Gas1 double null mutant"	""
"OM45"	"YIL136W"	93619	94800	"Outer Membrane"	""
"ECM18"	"YDR125C"	701397	702758	"ExtraCellular Mutant"	""
"MSN5"	"YDR335W"	1141168	1144842	"Multicopy suppressor of SNF1 mutation"	""
"CCL1"	"YPR025C"	613377	614558	"CCL1"	""
"RAD27"	"YKL113C"	224727	225875	"RADiation sensitive"	""
"POL32"	"YJR043C"	516461	517513	"POLymerase"	""
"OCT1"	"OCT1"	189124	191442	"octapeptidyl amino-peptidase"	""
"NMA2"	"NMA2"	511545	512732	YGR010W-MONOMER	"nicotinamide riboside salvage pathway I" // "NAD biosynthesis II (from tryptophan)" // "NAD salvage pathway" // "NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde"
"YFL054C"	"YFL054C"	20847	22787	"YFL054C"	""
"PRE1"	"YER012W"	177835	178431	"PRoteinase yscE"	""
"SWD1"	"YAR003W"	155005	156285	"Set1c, WD40 repeat protein"	""
"TEN1"	"YLR010C"	167320	167802	"TElomeric pathways with STn1"	""
"GFA1"	"GFA1"	243220	245373	"glucoseamine-6-phosphate synthase"	"chitin biosynthesis" // "UDP-N-acetylglucosamine biosynthesis" // "UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II"
"THI6"	"THI6"	148569	150191	"TMP diphosphorylase/hydroxyethylthiazole kinase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "thiamin diphosphate biosynthesis IV (eukaryotes)" // "4-methyl-5(&beta;-hydroxyethyl)thiazole salvage" // "thiamin formation from pyrithiamine and oxythiamine"
"THI5"	"YFL058W"	12929	13951	MONOMER3O-3915	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis"
"MDM1"	"YML104C"	58939	62322	"Mitochondrial Distribution and Morphology"	""
"FLO9"	"YAL063C"	24000	27968	"FLOcculation"	""
"GDT1"	"YBR187W"	602634	603476	"Gcr1 Dependent Translation factor"	""
"ARV1"	"YLR242C"	622918	623883	"ARE2 Required for Viability"	""
"ASI2"	"YNL159C"	338478	339347	"Amino acid Sensor-Independent"	""
"ECM5"	"YMR176W"	611740	615975	"ExtraCellular Mutant"	""
"YGL185C"	"YGL185C"	153167	154306	"YGL185C"	""
"SYP1"	"YCR030C"	173826	176438	"Suppressor of Yeast Profilin deletion"	""
"MPC54"	"YOR177C"	665785	667179	"Meiotic Plaque Component"	""
"BUD17"	"YNR027W"	674923	675876	"BUD site selection"	""
"LRG1"	"YDL240W"	22823	25876	"Lim-RhoGap homolog"	""
"CBF2"	"YGR140W"	767429	770299	"Centromere-Binding Factor"	""
"LSM12"	"YHR121W"	352756	353319	"Like SM"	""
"YOL019W-A"	"YOL019W-A"	288420	288572	"YOL019W-A"	""
"SPO71"	"YDR104C"	661173	664910	"SPOrulation"	""
"POR2"	"YIL114C"	149143	149988	"PORin"	""
"ICL2"	"YPR006C"	567269	568996	"mitochondrial 2-methylisocitrate lyase"	""
"SSF2"	"YDR312W"	1087581	1088942	"Suppressor of ste4 (Four)"	""
"MHO1"	"YJR008W"	452430	453446	"Memo HOmolog"	""
"AI4"	"Q0065"	13818	21935	"AI4"	""
"ALG2"	"ALG2"	379760	381271	"ALG2 mannosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"
"HOT13"	"YKL084W"	280509	280859	"Helper Of Tim"	""
"NPR2"	"YEL062W"	34407	36254	"Nitrogen Permease Regulator"	""
"XPT1"	"XPT1"	672991	673620	"xanthine phosphoribosyl transferase"	"guanine and guanosine salvage I" // "salvage pathways of adenine, hypoxanthine and their nucleosides" // "adenine and adenosine salvage IV" // "superpathway of purine nucleosides salvage" // "xanthine and xanthosine salvage" // "salvage pathways of guanine, xanthine and their nucleosides"
"COF1"	"YLL050C"	39804	40414	"COFilin"	""
"RPL34A"	"YER056C-A"	269423	270185	"Ribosomal Protein of the Large subunit"	""
"HXT12"	"YIL170W"	19847	21220		""
"PDE2"	"PDE2"	1013241	1014821	"high affinity cAMP phosphodiesterase"	""
"RBG1"	"YAL036C"	75043	76152	"RiBosome interacting Gtpase"	""
YIL168W		29032	29415		""
"WAR1"	"YML076C"	112513	115347	"Weak Acid Resistance"	""
"CDC123"	"YLR215C"	570776	571858	"Cell Division Cycle"	""
"YIL080W"	"YIL080W"	205635	210357		""
"EXO5"	"YBR163W"	565723	567480	"EXOnuclease V"	""
"TPP1"	"YMR156C"	570300	571016	"Three Prime Phosphatase"	""
"FDH2"	"YPL275W"	18369	19079		""
"FYV6"	"YNL133C"	374171	374692	"Function required for Yeast Viability"	""
"SAT4"	"YCR008W"	128470	130281	"SAT4"	""
"YCL074W"	"YCL074W"	2824	3750		""
"YRB30"	"YGL164C"	191978	193300	"Yeast Ran Binder"	""
"ATO2"	"YNR002C"	633008	633856	"Ammonia (Ammonium) Transport Outward"	""
"YLL017W"	"YLL017W"	112234	112545		""
"NFI1"	"YOR156C"	628360	630540	"Neck Filament Interacting"	""
"SPT6"	"YGR116W"	720409	724764	"SuPpressor of Ty's"	""
"YIR043C"	"YIR043C"	437043	437735		""
"DTD1"	"YDL219W"	65242	65765	"D-Tyr-tRNA(Tyr) Deacylase"	""
"MRS6"	"YOR370C"	1029183	1030994	"Mitochondrial RNA Splicing"	""
"YIL171W"	"YIL171W"	19515	19844		""
"GEP4"	"YHR100C"	314116	314673	"GEnetic interactors of Prohibitins"	""
"ICE2"	"YIL090W"	193595	195070	"Inheritance of Cortical ER"	""
"SDL1"	"YIL167W"	29416	30048		""
"RRP8"	"YDR083W"	612073	613251	"Ribosomal RNA Processing"	""
"HRQ1"	"YDR291W"	1039728	1042961	"Homologous to RecQ protein"	""
"YPL276W"	"YPL276W"	17948	18385		""
"YPL260W"	"YPL260W"	49303	50958	"YPL260W"	""
"OPT2"	"YPR194C"	924304	926937	"OligoPeptide Transporter"	""
"YCL075W"	"YCL075W"	2126	2566		""
"LAA1"	"YJL207C"	41389	47433	"Large AP-1 Accessory"	""
"TOA2"	"YKL058W"	330166	330534	"TOA2"	""
"YNL054W-B"	"YNL054W-B"	519456	524706		""
"FET5"	"FET5"	49139	51007	"multicopper oxidase"	""
"ACO2"	"ACO2"	56444	58813	"aconitate hydratase"	"glyoxylate cycle" // "TCA cycle, aerobic respiration"
"YAR061W"	"YAR061W"	218140	218343		""
"CYC7"	"YEL039C"	79636	79977	"CYtochrome C"	""
"RPH1"	"YER169W"	523369	525759	"Regulator of PHR1"	""
"YIR044C"	"YIR044C"	437994	438179		""
"TPO1"	"YLL028W"	84804	86564	"Transporter of POlyamines"	""
"PSK1"	"YAL017W"	120225	124295	"Pas domain-containing Serine/threonine protein Kinase"	""
"YIL174W"	"YIL174W"	9469	9696		""
"HIS3"	"HIS3"	721946	722608	"imidazole glycerol-phosphate dehydratase"	"histidine biosynthesis"
"HCR1"	"YLR192C"	538792	539589	"High-Copy suppressor of Rpg1"	""
"YIL168W"	YIL168W	29032	29415		""
"CMP2"	"YML057W"	160180	161994	"CalModulin binding Protein"	""
"REC114"	"YMR133W"	536207	537609	"RECombination"	""
"YPL060C-A"	"YPL060C-A"	439428	442742		""
"YBR141C"	"YBR141C"	527025	528038	"YBR141C"	""
"LRE1"	"YCL051W"	35865	37616	"Laminarase REsistance"	""
"YDR134C"	"YDR134C"	721071	721481		""
"NOP15"	"YNL110C"	417826	418488	"NucleOlar Protein"	""
"ATP11"	"YNL315C"	43324	44280	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"
"YOL153C"	"YOL153C"	36822	38567		""
"HUL5"	"YGL141W"	238353	241085	"Hect Ubiquitin Ligase"	""
"TPC1"	"YGR096W"	676621	677565	"Thiamine Pyrophosphate Carrier"	""
"YAR062W"	"YAR062W"	218549	219145		""
"ORT1"	"YOR130C"	569929	570807	"ORnithine Transporter"	""
"PUT4"	"YOR348C"	986899	988782	"Proline UTilization"	""
"SDC25"	"YLL016W"	112847	115993		""
"ASF2"	"YDL197C"	104917	106494	"Anti-Silencing Function"	""
"ARC15"	"YIL062C"	243998	244462	"ARp2/3 Complex subunit"	""
"YIL175W"	"YIL175W"	9183	9500		""
"LRP1"	"YHR081W"	267538	268092	"Like RrP6"	""
"HEL2"	"YDR266C"	1000104	1002023	"Histone E3 Ligase"	""
"RPS13"	"YDR064W"	579458	580452	"Ribosomal Protein of the Small subunit"	""
"LSB6"	"YJL100W"	237263	239086	"1-phosphatidylinositol 4-kinase"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis" // "phosphatidylinositol phosphate biosynthesis" // "3-phosphoinositide biosynthesis"
"HSP82"	"YPL240C"	96496	98625	"Heat Shock Protein"	""
"AIM26"	"YKL037W"	369365	369721	"Altered Inheritance rate of Mitochondria"	""
"MNN11"	"YJL183W"	84068	85336	"MaNNosyltransferase"	""
"TDH1"	"TDH1"	338271	339269	"glyceraldehyde-3-phosphate dehydrogenase"	"gluconeogenesis" // "glycolysis" // "glycolysis III (from glucose)"
"HIS1"	"HIS1"	264892	265785	"ATP phosphoribosyltransferase"	"histidine biosynthesis"
"PEA2"	"YER149C"	466208	467470	"PEAnut shmoo mutant"	""
"VAC8"	"YEL013W"	128825	130561	"VACuole related"	""
"TRX2"	"YGR209C"	912913	913227	"oxidized thioredoxin 2" // "reduced thioredoxin 2"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides biosynthesis from CTP" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis" // "adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "sulfate reduction I (assimilatory)" // "thioredoxin system"
"COX17"	"YLL009C"	131205	131414	"Cytochrome c OXidase"	""
"SHH4"	"YLR164W"	493883	494389	"SDH4 Homolog"	""
"RKI1"	"RKI1"	503552	504328	"ribose-5-phosphate ketol-isomerase"	"pentose phosphate pathway" // "pentose phosphate pathway (non-oxidative branch)"
"MED11"	"YMR112C"	494100	494495	"MEDiator complex"	""
"RCF1"	"YML030W"	216435	216914	"Respiratory superComplex Factor"	""
"AGP1"	"YCL025C"	76018	77919	"high-Affinity Glutamine Permease"	""
"CBP6"	"YBR120C"	480435	480923	"Cytochrome B Protein synthesis"	""
"CLA4"	"YNL298W"	68915	71443	"CLn Activity dependant"	""
"TCB2"	"YNL087W"	462411	465947	"Three Calcium and lipid Binding domains (TriCalBins)"	""
"PEX8"	"YGR077C"	637744	639513	"PEroXin"	""
"GPG1"	"YGL121C"	280777	281157	"G Protein Gamma"	""
"FRT1"	"YOR324C"	923232	925040	"Functionally Related to TCP1"	""
"PIN2"	"YOR104W"	517642	518490	"Psi+ INducibility"	""
"NOT3"	"YIL038C"	280142	282652	"NOT3"	""
"UGA3"	"YDL170W"	156318	157904	"Utilization of GAba"	""
"PEX5"	"YDR244W"	950563	952401	"PEroXin"	""
"RSC30"	"YHR056C"	215183	217834	"Remodel the Structure of Chromatin"	""
"SUE1"	"YPR151C"	831055	831675	"SUE1"	""
"ENA2"	"YDR039C"	531307	534582	"Exitus NAtru (Latin, \"exit sodium\")"	""
"CCE1"	"YKL011C"	420155	421216	"Cruciform Cutting Endonuclease"	""
"PCL8"	"YPL219W"	136750	138228	"Pho85 CycLin"	""
"IMA3"	"IMA3"	16784	18553	"alpha glucosidase"	""
"CIS3"	"YJL158C"	122265	122948	"CIk1 Suppressing"	""
"SAK1"	"YER129W"	417281	420709	"Snf1 Activating Kinase"	""
"GLC3"	"GLC3"	133120	135234	"1,4-glucan-6-(1,4-glucano)-transferase"	"glycogen biosynthesis"
"DIP2"	"YLR129W"	399657	402488	"DOM34 Interacting Protein"	""
"SNA2"	"YDR525W-A"	1490596	1490835	"Sensitivity to NA+"	""
"VBA1"	"YMR088C"	443414	445102	"Vacuolar Basic Amino acid transporter"	""
"YKR104W"	"YKR104W"	656836	657756	"YKR104W"	""
"YSY6"	"YBR162W-A"	565231	565428	"YSY6"	""
"GPD2"	"GPD2"	217126	218448	"glycerol-3-phosphate dehydrogenase (NAD+)"	"glycerol biosynthesis" // "phosphatidate biosynthesis II (the glycerol-3-phosphate pathway)" // "glycerol-3-phosphate shuttle" // "superpathway phosphatidate biosynthesis (yeast)"
"BOR1"	"YNL275W"	119268	120998	"BORon transporter"	""
"MRPL39"	"YML009C"	251304	251516	"Mitochondrial Ribosomal Protein, Large subunit"	""
"YGR054W"	"YGR054W"	596693	598621	"YGR054W"	""
"VPS15"	"YBR097W"	436951	441315	"Vacuolar Protein Sorting"	""
"RAX1"	"YOR301W"	880965	882272	"RAX1"	""
"TOM7"	"YNL070W"	493366	493548	"Translocase of the Outer Mitochondrial membrane"	""
"SNL1"	"YIL016W"	321454	321933	"Suppressor of Nup116-C Lethal"	""
"USE1"	"YGL098W"	317342	318079	"Unconventional SNARE in the ER"	""
"SPR28"	"YDR218C"	903781	905052	"SPorulation Regulated"	""
"TGL5"	"YOR081C"	476939	479188	"triacylglycerol lipase"	"superpathway phosphatidate biosynthesis (yeast)" // "phospholipid remodeling (phosphatidate)" // "triacylglycerol degradation"
"YLH47"	"YPR125W"	787961	789325	"Yeast LETM1 Homolog of 47 kD"	""
"RPN5"	"YDL147W"	190924	192261	"Regulatory Particle Non-ATPase"	""
"DAN1"	"YJR150C"	708811	709707	"Delayed ANaerobic"	""
"SLT2"	"YHR030C"	168890	170344	"Suppression at Low Temperature"	""
"HIS6"	"HIS6"	314035	314820	"phosphoribosyl-5-amino-1-phosphoribosyl-4-imidazolecarboxiamide"	"histidine biosynthesis"
"RPL7B"	"YPL198W"	173152	174702	"Ribosomal Protein of the Large subunit"	""
"SWI4"	"YER111C"	382595	385876	"SWItching deficient"	""
"AIM23"	"YJL131C"	164278	165348	"Altered Inheritance rate of Mitochondria"	""
"CDC45"	"YLR103C"	343989	345941	"Cell Division Cycle"	""
"TRR1"	"TRR1"	1183299	1184258	"thioredoxin reductase"	"thioredoxin system"
"AVO2"	"YMR068W"	406304	407584	"Adheres VOraciously (to TOR2)"	""
"SPS1"	"YDR523C"	1485566	1487038	"SPorulation Specific"	""
"APM3"	"YBR288C"	778012	779463	"clathrin Adaptor Protein complex Medium chain"	""
"OMA1"	"YKR087C"	603195	604232	"Overlapping activity with M-AAA protease"	""
"GIS2"	"YNL255C"	167329	167790	"GIg Suppressor"	""
"PHA2"	"PHA2"	42071	43075	"prephenate dehydratase"	"superpathway of phenylalanine, tyrosine and tryptophan biosynthesis" // "phenylalanine biosynthesis"
"RPS25A"	"YGR027C"	534132	534458	"Ribosomal Protein of the Small subunit"	""
"PAU4"	"YLR461W"	1062919	1063281	"seriPAUperin family"	""
"RIM20"	"YOR275C"	839084	841069	"Regulator of IME2"	""
"YBR074W"	"YBR074W"	386286	389216	"YBR074W"	""
"QCR10"	"YHR001W-A"	107826	108122	"ubiquinol-cytochrome C oxidoreductase"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"SLM2"	"YNL047C"	539911	541881	"Synthetic Lethal with Mss4"	""
"CBS2"	"YDR197W"	851228	852397	"Cytochrome B Synthesis"	""
"KXD1"	"YGL079W"	359444	360100	"KxDL homologue"	""
"COG4"	"YPR105C"	736984	739569	"Conserved Oligomeric Golgi complex"	""
"SLD7"	"YOR060C"	440390	441163	"Synthetic Lethality with Dpb11-24"	""
"JHD2"	"YJR119C"	644304	646490	"JmjC domain-containing Histone Demethylase"	""
"PCL2"	"YDL127W"	234927	235853	"Pho85 CycLin"	""
"TRR2"	"TRR2"	325598	326626	"thioredoxin reductase"	"thioredoxin system"
"GPA1"	"YHR005C"	113499	114917	"G Protein Alpha subunit"	""
"IES5"	"YER092W"	342855	343232	"Ino Eighty Subunit"	""
"CBC2"	"YPL178W"	212158	212784	"Cap Binding Complex"	""
"RAX2"	"YLR084C"	296589	300251	"RAX2"	""
"IME2"	"YJL106W"	221390	223327	"Inducer of MEiosis"	""
"IOC4"	"YMR044W"	355384	356811	"Iswi One Complex"	""
"HOM2"	"HOM2"	770357	771454	"aspartic beta semi-aldehyde dehydrogenase"	"homoserine biosynthesis"
"REI1"	"YBR267W"	739841	741022	"REquired for Isotropic bud growth"	""
"LCD1"	"YDR499W"	1447830	1450073	"Lethal, Checkpoint-defective, DNA damage sensitive"	""
"YTP1"	"YNL237W"	205188	206567	"Yeast putative Transmembrane Protein"	""
"LAS1"	"YKR063C"	560789	562297	"Lethal in the Absence of SSD1-v"	""
"VEL1"	"YGL258W"	11110	11730	"VELum formation"	""
"MLS1"	"MLS1"	406358	408022	"malate synthase"	"glyoxylate cycle" // "chitin degradation to ethanol"
"OSW1"	"YOR255W"	807271	808107	"Outer Spore Wall"	""
"DIF1"	"YLR437C"	1011622	1012023	"Damage-regulated Import Facilitator"	""
"NVJ1"	"YHR195W"	490747	491712	"Nucleus-Vacuole Junction"	""
"PKP2"	"YGL059W"	392223	393698	"Protein Kinase of PDH"	""
"NGG1"	"YDR176W"	814452	816560	"NGG1"	""
"RPS11B"	"YBR048W"	332831	333812	"Ribosomal Protein of the Small subunit"	""
"GRS2"	"YPR081C"	702114	703970	"Glycyl-tRNA Synthase"	"tRNA charging"
"RCM1"	"YNL022C"	591427	592899	"25S rRNA (cytosine<sup>2278</sup>-<i>C</i><sup>5</sup>)-methyltransferase"	""
"BUD4"	"YJR092W"	598735	603078	"BUD site selection"	""
"PEP12"	"YOR036W"	400348	401214	"carboxyPEPtidase Y-deficient"	""
"SOD2"	"SOD2"	122889	123590	"mitochondrial superoxide dismutase"	"superoxide radicals degradation" // "ethylene biosynthesis"
"MSS2"	"YDL107W"	268921	269976	"Mitochondrial Splicing System"	""
"FCY21"	"YER060W"	274567	276153	"FluoroCYtosine resistance"	""
"ECM29"	"YHL030W"	40084	45690	"ExtraCellular Mutant"	""
"ENV10"	"YLR065C"	266373	266918	"late ENdosome and Vacuole interface function"	""
"PET20"	"YPL159C"	250907	251668	"PETite colonies"	""
"PEX12"	"YMR026C"	324236	325435	"PEroXin"	""
"OST4"	"OST4"	38487	38597	"oligosaccharyl transferase complex OST4 subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"
"ERT1"	"YBR239C"	698354	699943	"Ethanol Regulator of Translation"	""
"DIG2"	"YDR480W"	1417399	1418370	"Down-regulator of Invasive Growth"	""
"VID27"	"YNL212W"	247461	249809	"Vacuolar Import and Degradation"	""
"UTH1"	"YKR042W"	519527	520624	"yoUTH"	""
"MTO1"	"YGL236C"	53787	55796	"mitochondrial translation optimization protein 1"	"tRNA-uridine 2-thiolation (yeast mitochondria)"
"COX7"	"COX7"	778945	779127	"cytochrome c oxidase subunit VII"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"MKK1"	"YOR231W"	772601	774127	"Mitogen-activated protein Kinase-Kinase"	""
"PUN1"	"YLR414C"	953353	954144	"Plasma membrane protein Upregulated during Nitrogen stress"	""
"NMD3"	"YHR170W"	443828	445384	"Nonsense-Mediated mRNA Decay"	""
"HOP2"	"YGL033W"	435625	436401	"HOmologous Pairing"	""
"ENT5"	"YDR153C"	766736	767971	"Epsin N-Terminal homology"	""
"SCO2"	"YBR024W"	289445	290350	"Synthesis of Cytochrome c Oxidase 2"	""
"SMK1"	"YPR054W"	666280	667446	"SMK1"	""
"HUG1"	"YML058W-A"	158760	158966	"HUG1"	""
"RFC2"	"YJR068W"	567643	568704	"Replication Factor C"	""
"PET127"	"YOR017W"	361412	363814	"PETite colonies"	""
"ALG10"	"ALG10"	947420	948997	"dolichyl-<em>P</em>-Glc:Glc<small><sub>2</sub></small>Man<small><sub>9</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,2-glucosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"
"RPS16B"	"YDL083C"	306926	307789	"Ribosomal Protein of the Small subunit"	""
"HVG1"	"YER039C"	228456	229205	"Homologous to VRG4"	""
"STE20"	"YHL007C"	95118	97937	"STErile"	""
"PAU23"	"YLR037C"	222685	223059	"seriPAUperin family"	""
"MKK2"	"YPL140C"	287514	289034	"Mitogen-activated Kinase Kinase"	""
"MIC17"	"YMR002W"	272193	272663	"Mitochondrial Intermembrane space Cysteine motif protein of 17 kDa"	""
"COX9"	"COX9"	334217	334396	"cytochrome c oxidase subunit VIIa"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"
"SDS24"	"YBR214W"	651415	652998	"homolog of S. pombe SDS23"	""
"MPM1"	"YJL066C"	314114	314872	"Mitochondrial Peculiar Membrane protein"	""
"UBP10"	"YNL186W"	289498	291876	"UBiquitin-specific Protease"	""
"MFA1"	"YDR461W"	1385176	1385286	"Mating Factor A"	""
"CLG1"	"YGL215W"	87981	89339	"Cyclin-Like Gene"	""
"VPS51"	"YKR020W"	478338	478832	"Vacuolar Protein Sorting"	""
"NOC2"	"YOR206W"	727512	729644	"NucleOlar Complex associated"	""
"SEC59"	"SEC59"	295179	296738	"dolichol kinase"	"dolichol and dolichyl phosphate biosynthesis"
"RPS11A"	"YDR025W"	491515	492324	"Ribosomal Protein of the Small subunit"	""
"PMA1"	"YGL008C"	479910	482666	"Plasma Membrane ATPase"	""
"SPO16"	"YHR153C"	402086	402682	"SPOrulation"	""
"RTG3"	"YBL103C"	22076	23536	"ReTroGrade regulation"	""
"FIN1"	"YDR130C"	715747	716622	"Filaments In between Nuclei"	""
"ATP10"	"YLR393W"	907079	907918	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"
"NTO1"	"YPR031W"	631515	633761	"NuA Three Orf"	""
"UBP15"	"YMR304W"	874987	878679	"UBiquitin-specific Protease"	""
"ANB1"	"YJR047C"	524908	525381	"ANaeroBically induced"	""
"IMA2"	"YOL157C"	22525	24294	"IsoMAltase"	""
"FKS2"	"FKS2"	548264	553951	"1,3-beta-D-glucan synthase"	"1,3-&beta;-D-glucan biosynthesis"
"RAD59"	"YDL059C"	344237	344953	"RADiation sensitive"	""
"SPC25"	"YER018C"	191959	192624	"Spindle Pole Component"	""
"YGR283C"	"YGR283C"	1059015	1060040	"YGR283C"	""
"BRE2"	"YLR015W"	175227	176744	"BREfeldin A sensitivity"	""
"RNY1"	"YPL123C"	317641	318945	"RiboNuclease from Yeast"	""
"SAM4"	"SAM4"	25087	26064	"AdoMet-homocysteine methyltransferase"	""
"CIT2"	"CIT2"	120946	122328	"citrate synthase"	"glyoxylate cycle"
"BUL2"	"YML111W"	46942	49704	"Binds Ubiquitin Ligase"	""
"MHP1"	"YJL042W"	361249	365445	"MAP-Homologous Protein"	""
"RIM2"	"YBR192W"	607652	608785	"Replication In Mitochondria"	""
"THI74"	"YDR438W"	1338274	1339386	"THI regulon"	""
"RIA1"	"YNL163C"	326741	330073	"RIbosome Assembly"	""
"COS9"	"YKL219W"	14485	15708	"COnserved Sequence"	""
"YGL193C"	"YGL193C"	141916	142227	"YGL193C"	""
"TSA1"	"TSA1"	220138	220728	"thioredoxin-peroxidase"	""
"RPS30B"	"YOR182C"	678191	678793	"Ribosomal Protein of the Small subunit"	""
"RMD8"	"YFR048W"	246146	248134	"Required for Meiotic nuclear Division"	""
"YRB1"	"YDR002W"	453045	453650	"Yeast Ran Binder"	""
"ILS1"	"YBL076C"	81043	84261	"IsoLeucine-tRNA Synthetase"	"tRNA charging"
"ECM14"	"YHR132C"	368502	369794	"ExtraCellular Mutant"	""
"SUR4"	"YLR372W"	867354	868391	"SUppressor of Rvs161 and rvs167 mutations"	""
"YDR109C"	"YDR109C"	673520	675667	"D-ribulokinase"	""
"AEP2"	"YMR282C"	833356	835098	"ATPase ExPression"	""
"RPA135"	"YPR010C"	577585	581196	"RNA Polymerase A"	""
"HRT1"	"YOL133W"	70325	70690	"High level expression Reduces Ty3 transposition"	""
"REC107"	"YJR021C"	468555	469579	"RECombination"	""
"SLM3"	"YDL033C"	392659	393912	"tRNA-5-carboxymethylaminomethyluridine 2-sulfurtransferase"	"tRNA-uridine 2-thiolation (yeast mitochondria)"
"ARO2"	"ARO2"	226399	227529	"chorismate synthase"	"superpathway of chorismate metabolism" // "superpathway of phenylalanine, tyrosine and tryptophan biosynthesis" // "chorismate biosynthesis"
"DDR2"	"YOL052C-A"	231570	231755	"DNA Damage Responsive"	""
"HPA3"	"YEL066W"	26667	27206	"Histone and other Protein Acetyltransferase"	""
"RAD2"	"YGR258C"	1007671	1010766	"RADiation sensitive"	""
"YCT1"	"YLL055W"	30109	31704	"Yeast Cysteine Transporter"	""
"ATG21"	"YPL100W"	361872	363362	"AuTophaGy related"	""
"FDH1"	"FDH1"	1071793	1072923	"formate dehydrogenases"	"formaldehyde oxidation II (glutathione-dependent)" // "formate oxidation to CO<sub>2</sub>"
