qseqid	ID	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalues	bitscore	annotation
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P54862|2.A.1.1.105	65.4	104	34	1	1	306	322	425	3.10E-38	154.1	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P43581|2.A.1.1.5	68.6	102	32	0	1	306	310	411	2.00E-37	151.4	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P23585|2.A.1.1.111	67.6	102	33	0	1	306	317	418	1.30E-36	148.7	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P13181|2.A.1.1.6	62.7	102	38	0	1	306	332	433	6.70E-33	136.3	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P39924|2.A.1.1.110	60	100	40	0	7	306	321	420	3.30E-32	134	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1715-snap_masked-AFI_5-7003	gnl|TC-DB|P54854|2.A.1.1.107	59	100	41	0	7	306	324	423	1.70E-31	131.7	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1715-snap_masked-AFI_5-7003	gnl|TC-DB|Q2MDH1|2.A.1.1.67	53.3	105	46	1	1	306	305	409	7.70E-29	122.9	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1726-snap_masked-AVB_8-7945	gnl|TC-DB|P38865|1.A.56.1.3	96.9	160	5	0	1	480	30	189	2.50E-90	327.8	POSSIBLE COPPER TRANSPORT PROTEIN CTR2 (COPPER TRANSPORTER 2) - Saccharomyces cerevisiae (Baker's yeast).
1730-snap_masked-BGQ_1-19910	gnl|TC-DB|P32319|9.A.63.1.1	95.7	139	6	0	1	417	756	894	7.20E-78	286.2	Vacuolar protein sorting/targeting protein VPS10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEP1 PE=1 SV=1
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P32465|2.A.1.1.108	90.8	153	14	0	1	459	327	479	3.80E-80	293.9	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P39004|2.A.1.1.31	81.7	153	28	0	1	459	327	479	5.50E-71	263.5	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P32467|2.A.1.1.30	76.5	153	36	0	1	459	333	485	6.30E-67	250	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P54862|2.A.1.1.105	69	155	46	1	1	459	323	477	3.60E-62	234.2	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P43581|2.A.1.1.5	69.9	153	46	0	1	459	311	463	1.40E-61	232.3	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P13181|2.A.1.1.6	67.3	153	50	0	1	459	333	485	4.40E-60	227.3	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P23585|2.A.1.1.111	68	153	49	0	1	459	318	470	5.70E-60	226.9	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P39924|2.A.1.1.110	64.5	152	54	0	4	459	321	472	3.10E-58	221.1	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|P54854|2.A.1.1.107	64.5	152	54	0	4	459	324	475	1.20E-57	219.2	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|Q2MDH1|2.A.1.1.67	60.3	156	59	1	1	459	306	461	5.70E-52	200.3	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|Q8J0U9|2.A.1.1.58	47.7	153	78	1	1	459	313	463	1.20E-36	149.4	Monosaccharide transporter - Aspergillus niger.
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|O74969|2.A.1.1.21	45.1	153	82	1	1	459	272	422	2.60E-36	148.3	High-affinity glucose transporter ght2 (Hexose transporter 2) - Schizosaccharomyces pombe (Fission yeast).
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|O74849|2.A.1.1.22	45.5	154	80	2	1	459	270	420	7.50E-36	146.7	High-affinity fructose transporter ght6 (Hexose transporter 6) - Schizosaccharomyces pombe (Fission yeast).
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|Q400D8|2.A.1.1.36	45.8	153	81	1	1	459	311	461	2.40E-34	141.7	Putative low affinity glucose transporter MstE - Emericella nidulans (Aspergillus nidulans).
1731-snap_masked-ADQ_4-7102	gnl|TC-DB|Q8J0V1|2.A.1.1.57	45.5	154	75	2	1	459	293	438	1.00E-32	136.3	Monosaccharide transporter - Aspergillus niger.
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P13181|2.A.1.1.6	85.9	469	65	1	1	1404	1	469	6.30E-235	809.7	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P39004|2.A.1.1.31	74.4	449	110	3	67	1404	17	463	3.60E-198	687.6	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P32467|2.A.1.1.30	73.1	461	122	1	22	1404	11	469	8.00E-198	686.4	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P32465|2.A.1.1.108	72.1	409	114	0	178	1404	55	463	2.40E-178	621.7	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P23585|2.A.1.1.111	68.1	439	137	2	88	1404	19	454	2.10E-174	608.6	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P54862|2.A.1.1.105	66.4	452	148	3	58	1404	11	461	6.20E-174	607.1	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P43581|2.A.1.1.5	62.5	445	163	1	70	1404	7	447	1.20E-164	576.2	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P39924|2.A.1.1.110	58.8	442	178	2	82	1404	18	456	1.40E-149	526.2	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|P54854|2.A.1.1.107	56.6	461	195	3	25	1404	3	459	1.30E-147	519.6	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1735-snap_masked-BAQ_7-7673	gnl|TC-DB|Q2MDH1|2.A.1.1.67	54.6	447	198	2	73	1404	1	445	7.10E-146	513.8	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1738-snap_masked-BBM_6-7257	gnl|TC-DB|P13181|2.A.1.1.6	77.6	67	15	0	1	201	362	428	2.40E-24	107.5	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1738-snap_masked-BBM_6-7257	gnl|TC-DB|P39004|2.A.1.1.31	73.1	67	18	0	1	201	356	422	7.80E-23	102.4	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P13181|2.A.1.1.6	97.1	137	4	0	1	411	84	220	9.00E-73	269.2	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P39004|2.A.1.1.31	87.6	137	17	0	1	411	78	214	2.80E-66	247.7	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P32467|2.A.1.1.30	86.8	136	18	0	1	408	84	219	1.40E-65	245.4	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P32465|2.A.1.1.108	83.1	136	23	0	1	408	78	213	8.40E-63	236.1	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P23585|2.A.1.1.111	77.2	136	31	0	1	408	69	204	3.40E-56	214.2	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P54862|2.A.1.1.105	75	136	34	0	1	408	74	209	1.70E-55	211.8	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P43581|2.A.1.1.5	72.1	136	38	0	1	408	62	197	1.60E-53	205.3	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1745-snap_masked-ASC_6-27073	gnl|TC-DB|Q2MDH1|2.A.1.1.67	60.3	136	54	0	1	408	57	192	6.00E-45	176.8	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P39924|2.A.1.1.110	58.5	135	55	1	7	408	72	206	1.20E-40	162.5	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P54854|2.A.1.1.107	56.3	135	58	1	7	408	75	209	1.00E-39	159.5	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1745-snap_masked-ASC_6-27073	gnl|TC-DB|P42833|2.A.1.1.109	45.1	144	71	2	1	408	73	216	7.20E-30	126.7	Hexose transporter HXT14 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT14 PE=1 SV=2
1746-snap_masked-CDD_2-5914	gnl|TC-DB|P40100|9.A.26.1.3	88.4	303	35	0	1	909	1	303	9.70E-144	506.1	Uncharacterized protein YER185W - Saccharomyces cerevisiae (Baker's yeast).
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P32465|2.A.1.1.108	94.8	155	8	0	1	465	144	298	2.00E-81	298.1	Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P39004|2.A.1.1.31	83.9	155	25	0	1	465	144	298	6.10E-70	260	High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P32467|2.A.1.1.30	83.9	155	25	0	1	465	150	304	8.00E-70	259.6	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast).
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P13181|2.A.1.1.6	75.3	154	38	0	4	465	151	304	3.50E-65	244.2	Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast).
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P54862|2.A.1.1.105	73.5	155	41	0	1	465	140	294	1.20E-62	235.7	Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P43581|2.A.1.1.5	71	155	45	0	1	465	128	282	2.80E-62	234.6	Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast).
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P23585|2.A.1.1.111	72.9	155	42	0	1	465	135	289	5.80E-60	226.9	High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1
1749-snap_masked-AQM_4-11146	gnl|TC-DB|Q2MDH1|2.A.1.1.67	61.3	155	60	0	1	465	123	277	2.10E-54	208.4	Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P39924|2.A.1.1.110	58.1	155	65	0	1	465	137	291	2.20E-51	198.4	Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1
1749-snap_masked-AQM_4-11146	gnl|TC-DB|P54854|2.A.1.1.107	56.1	155	68	0	1	465	140	294	4.10E-50	194.1	Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1
1749-snap_masked-AQM_4-11146	gnl|TC-DB|O74849|2.A.1.1.22	45.3	150	80	1	22	465	94	243	3.80E-35	144.4	High-affinity fructose transporter ght6 (Hexose transporter 6) - Schizosaccharomyces pombe (Fission yeast).
1751-snap_masked-BSL_4-12345	gnl|TC-DB|P00163|3.D.3.3.1	92.2	64	5	0	1	192	50	113	1.70E-29	124.4	Cytochrome B - Saccharomyces cerevisiae (Baker's yeast).
1757-snap_masked-CQS_4-6420	gnl|TC-DB|P43548|2.A.3.10.14	81.1	270	50	1	49	855	20	289	1.30E-126	449.1	General amino acid permease AGP3 - Saccharomyces cerevisiae (Baker's yeast).
