"panID"	"ID"	"pident"	"length"	"mismatch"	"gapopen"	"qstart"	"qend"	"sstart"	"send"	"evalues"	"bitscore"	"ec"	"annotation"
"YKL178C"	"gnl|TC-DB|P06783|9.B.45.2.1"	100	470	0	0	1	470	1	470	4.5e-273	936.4	"9.B.45.2.1"	"Pheromone a factor receptor OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=STE3 PE=1 SV=1"
"YKL186C"	"gnl|TC-DB|P34232|1.I.1.1.1"	100	184	0	0	1	184	1	184	2e-107	384.8	"1.I.1.1.1"	"mRNA transport regulator MTR2 - Saccharomyces cerevisiae (Baker's yeast)."
"YKL187C"	"gnl|TC-DB|P34231|1.H.1.4.4"	100	750	0	0	1	750	1	750	1.4e-300	1028.5	"1.H.1.4.4"	"Uncharacterized protein YKL187C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YKL187C PE=1 SV=1"
"YKL188C"	"gnl|TC-DB|P34230|3.A.1.203.2"	100	853	0	0	1	853	1	853	0	1502.3	"3.A.1.203.2"	"Peroxisomal long-chain fatty acid import protein 1 (Peroxisomal ABC transporter 2) - Saccharomyces cerevisiae (Baker's yeast)."
"YKL188C"	"gnl|TC-DB|P34230|3.A.1.203.6"	100	853	0	0	1	853	1	853	0	1502.3	"3.A.1.203.6"	"Peroxisomal long-chain fatty acid import protein 1 (Peroxisomal ABC transporter 2) - Saccharomyces cerevisiae (Baker's yeast)."
"YKL195W"	"gnl|TC-DB|P36046|3.A.8.1.1"	100	403	0	0	1	403	1	403	2.4e-118	422.2	"3.A.8.1.1"	"Intermembrane space import and assembly protein 40, mitochondrial - Saccharomyces cerevisiae (Baker's yeast)."
"YKL197C"	"gnl|TC-DB|P24004|3.A.20.1.5"	100	1043	0	0	1	1043	1	1043	0	2084.3	"3.A.20.1.5"	"Peroxisomal ATPase PEX1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PEX1 PE=1 SV=2"
"YKL205W"	"gnl|TC-DB|P33418|9.A.50.1.1"	100	1100	0	0	1	1100	1	1100	0	2139.4	"9.A.50.1.1"	"Exportin-T OS=Saccharomyces cerevisiae GN=LOS1 PE=1 SV=1"
"YKL209C"	"gnl|TC-DB|P12866|3.A.1.206.1"	100	1290	0	0	1	1290	1	1290	0	2508.8	"3.A.1.206.1"	"Mating factor A secretion protein STE6 (Multiple drug resistance protein homolog) (P-glycoprotein) - Saccharomyces cerevisiae (Baker's yeast)."
"YKL210W"	"gnl|TC-DB|E7LWL7|3.A.16.1.2"	99.1	1024	9	0	1	1024	1	1024	0	1976.4	"3.A.16.1.2"	"Uba1p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_2757 PE=3 SV=1"
"YKL214C"	"gnl|TC-DB|P36036|3.A.22.1.1"	100	203	0	0	1	203	1	203	2.7e-113	404.4	"3.A.22.1.1"	"RNA annealing protein YRA2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YRA2 PE=1 SV=1"
"YKL217W"	"gnl|TC-DB|P36035|2.A.1.12.2"	100	616	0	0	1	616	1	616	0	1231.1	"2.A.1.12.2"	"Carboxylic acid transporter protein homolog - Saccharomyces cerevisiae (Baker's yeast)."
"YKL220C"	"gnl|TC-DB|P36033|5.B.1.5.3"	100	711	0	0	1	711	1	711	0	1432.2	"5.B.1.5.3"	"Ferric/cupric reductase transmembrane component 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=FRE2 PE=1 SV=1"
"YKL221W"	"gnl|TC-DB|P36032|2.A.1.13.18"	100	473	0	0	1	473	1	473	3.2e-271	930.2	"2.A.1.13.18"	"Probable transporter MCH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MCH2 PE=1 SV=2"
"YKR001C"	"gnl|TC-DB|P21576|9.A.63.1.1"	100	704	0	0	1	704	1	704	0	1286.9	"9.A.63.1.1"	"Vacuolar protein sorting-associated protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=VPS1 PE=1 SV=2"
"YKR003W"	"gnl|TC-DB|Q02201|2.D.1.1.3"	100	448	0	0	1	448	1	448	4.1e-260	893.3	"2.D.1.1.3"	"Oxysterol-binding protein homolog 6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OSH6 PE=1 SV=1"
"YKR003W"	"gnl|TC-DB|P38755|2.D.1.1.4"	77.5	387	86	1	50	435	50	436	3.8e-181	630.9	"2.D.1.1.4"	"Oxysterol-binding protein homolog 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=OSH7 PE=1 SV=1"
"YKR016W"	"gnl|TC-DB|P36112|9.B.216.1.1"	100	540	0	0	1	540	1	540	2.2e-279	957.6	"9.B.216.1.1"	"MICOS complex subunit MIC60 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MIC60 PE=1 SV=1"
"YKR039W"	"gnl|TC-DB|P19145|2.A.3.10.2"	100	602	0	0	1	602	1	602	0	1191	"2.A.3.10.2"	"General amino-acid permease GAP1 - Saccharomyces cerevisiae (Baker's yeast)."
"YKR039W"	"gnl|TC-DB|Q59YT0|2.A.3.10.24"	60.8	551	207	5	55	602	44	588	3.7e-187	651.4	"2.A.3.10.24"	"Potential general amino acid permease OS=Candida albicans GN=GAP2 PE=4 SV=1"
"YKR039W"	"gnl|TC-DB|P06775|2.A.3.10.1"	54.9	521	232	3	84	602	84	603	7.5e-164	573.9	"2.A.3.10.1"	"Histidine permease - Saccharomyces cerevisiae (Baker's yeast)."
"YKR039W"	"gnl|TC-DB|Q5AG77|2.A.3.10.23"	51.8	570	260	4	42	602	19	582	2.4e-162	568.9	"2.A.3.10.23"	"Gap1 protein OS=Candida albicans GN=GAP1 PE=4 SV=1"
"YKR039W"	"gnl|TC-DB|Q59NZ6|2.A.3.10.26"	50.8	553	259	8	52	602	35	576	1.9e-151	532.7	"2.A.3.10.26"	"Potential general amino acid permease OS=Candida albicans GN=GAP6 PE=4 SV=1"
"YKR039W"	"gnl|TC-DB|Q59WB3|2.A.3.10.25"	48.3	576	278	7	37	601	40	606	7.3e-151	530.8	"2.A.3.10.25"	"Potential general amino acid permease OS=Candida albicans GN=GAP4 PE=4 SV=1"
"YKR039W"	"gnl|TC-DB|P25376|2.A.3.10.7"	47.6	519	269	3	86	602	116	633	7.5e-148	520.8	"2.A.3.10.7"	"Asparagine/glutamine permease - Saccharomyces cerevisiae (Baker's yeast)."
"YKR039W"	"gnl|TC-DB|P48813|2.A.3.10.5"	48.1	513	262	3	93	602	152	663	2.8e-142	502.3	"2.A.3.10.5"	"High-affinity glutamine permease - Saccharomyces cerevisiae (Baker's yeast)."
"YKR039W"	"gnl|TC-DB|Q2VQZ4|2.A.3.10.22"	52.7	484	221	3	86	568	33	509	1.8e-141	499.6	"2.A.3.10.22"	"Putative amino acid permease OS=Glomus mosseae PE=2 SV=1"
"YKR039W"	"gnl|TC-DB|P38967|2.A.3.10.8"	49.5	527	244	8	86	602	78	592	2.4e-138	489.2	"2.A.3.10.8"	"Tryptophan permease (Tryptophan amino acid transporter) - Saccharomyces cerevisiae (Baker's yeast)."
"YKR039W"	"gnl|TC-DB|Q08986|2.A.3.10.15"	46.3	581	291	11	34	602	16	587	4.1e-138	488.4	"2.A.3.10.15"	"CHROMOSOME XVI READING FRAME ORF YPL274W - Saccharomyces cerevisiae (Baker's yeast)."
"YKR039W"	"gnl|TC-DB|Q9URZ4|2.A.3.10.21"	48.7	528	244	10	84	602	71	580	3.3e-135	478.8	"2.A.3.10.21"	"Uncharacterized amino-acid permease C869.11 - Schizosaccharomyces pombe (Fission yeast)."
"YKR039W"	"gnl|TC-DB|P38085|2.A.3.10.9"	45.9	523	265	6	51	569	62	570	9.2e-130	460.7	"2.A.3.10.9"	"Valine/tyrosine/tryptophan amino-acid permease - Saccharomyces cerevisiae (Baker's yeast)."
"YKR039W"	"gnl|TC-DB|O60170|2.A.3.10.28"	46.8	485	248	4	86	568	58	534	1.6e-121	433.3	"2.A.3.10.28"	"Probable amino-acid permease meu22 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=meu22 PE=2 SV=1"
"YKR050W"	"gnl|TC-DB|P28584|2.A.38.2.3"	100	889	0	0	1	889	1	889	0	1741.1	"2.A.38.2.3"	"Potassium transport protein, low-affinity - Saccharomyces cerevisiae (Baker's yeast)."
"YKR052C"	"gnl|TC-DB|P23500|2.A.29.5.2"	100	304	0	0	1	304	1	304	3.3e-176	614	"2.A.29.5.2"	"Mitochondrial RNA splicing protein MRS4 - Saccharomyces cerevisiae (Baker's yeast)."
"YKR052C"	"gnl|TC-DB|P10566|2.A.29.5.1"	76.2	290	69	0	13	302	23	312	7e-134	473.4	"2.A.29.5.1"	"Mitochondrial RNA-splicing protein MRS3 OS=Saccharomyces cerevisiae GN=MRS3 PE=1 SV=4"
"YKR059W"	"gnl|TC-DB|P38919|3.A.18.1.1"	62.3	390	145	2	7	394	22	411	1.6e-138	489.2	"3.A.18.1.1"	"Eukaryotic initiation factor 4A-III - Homo sapiens (Human)."
"YKR082W"	"gnl|TC-DB|P36161|1.I.1.1.1"	100	1157	0	0	1	1157	1	1157	0	2292.3	"1.I.1.1.1"	"Nucleoporin NUP133 - Saccharomyces cerevisiae (Baker's yeast)."
"YKR088C"	"gnl|TC-DB|E7Q6E0|9.B.27.5.2"	99.4	337	2	0	1	337	1	337	2.5e-177	617.8	"9.B.27.5.2"	"Tvp38p OS=Saccharomyces cerevisiae (strain FostersB) GN=FOSTERSB_2992 PE=4 SV=1"
"YKR093W"	"gnl|TC-DB|P32901|2.A.17.2.2"	100	601	0	0	1	601	1	601	0	1221.5	"2.A.17.2.2"	"PEPTIDE TRANSPORTER PTR2 (PEPTIDE PERMEASE PTR2) - Saccharomyces cerevisiae (Baker's yeast)."
"YKR093W"	"gnl|TC-DB|Q9P380|2.A.17.2.1"	50	518	253	2	60	571	63	580	6.3e-147	517.7	"2.A.17.2.1"	"2.A.17.2.1 Probable peptide transporter ptr2"
"YKR094C"	"gnl|TC-DB|B7FZS1|3.A.25.1.1"	94.8	77	4	0	1	77	1	77	1.4e-35	145.6	"3.A.25.1.1"	"Predicted protein OS=Phaeodactylum tricornutum (strain CCAP 1055/1) GN=hUbi PE=4 SV=1"
"YKR094C"	"gnl|TC-DB|Q7KQK2|3.A.16.1.3"	93.5	77	5	0	1	77	1	77	4.1e-35	144.1	"3.A.16.1.3"	"Polyubiquitin OS=Plasmodium falciparum (isolate 3D7) GN=pUB PE=4 SV=1"
"YKR095W"	"gnl|TC-DB|Q02455|1.I.1.1.1"	100	1875	0	0	1	1875	1	1875	0	2037.7	"1.I.1.1.1"	"Protein MLP1 - Saccharomyces cerevisiae (Baker's yeast)."
"YKR104W"	"gnl|TC-DB|P32386|3.A.1.208.12"	55.8	310	131	3	1	305	1347	1655	1.5e-91	332.8	"3.A.1.208.12"	"ATP-dependent bile acid permease - Saccharomyces cerevisiae (Baker's yeast)."
"YKR104W"	"gnl|TC-DB|D2WF19|3.A.1.208.32"	45	307	147	3	3	306	1226	1513	2.5e-67	252.3	"3.A.1.208.32"	"ATP-binding cassette transporter 1 OS=Rhizophagus irregularis GN=ABC1 PE=2 SV=1"
"YKR105C"	"gnl|TC-DB|E7M1Y1|2.A.1.3.27"	99.1	582	5	0	1	582	1	582	0	1103.6	"2.A.1.3.27"	"Vba5p OS=Saccharomyces cerevisiae (strain VIN 13) GN=VIN13_5163 PE=4 SV=1"
"YKR105C"	"gnl|TC-DB|P50080|2.A.1.3.53"	48.7	559	269	5	23	566	53	608	8.6e-149	523.9	"2.A.1.3.53"	"Azole resistance protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=AZR1 PE=1 SV=1"
"YKR106W"	"gnl|TC-DB|P38731|2.A.1.16.4"	47.4	574	290	2	24	586	28	600	9e-157	550.4	"2.A.1.16.4"	"Hypothetical 70.9 kDa protein in CBP2 5'region - Saccharomyces cerevisiae (Baker's yeast)."
"YLL005C"	"gnl|TC-DB|Q07798|1.A.17.5.7"	100	868	0	0	1	868	1	868	0	1680.6	"1.A.17.5.7"	"Sporulation-specific protein 75 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SPO75 PE=1 SV=1"
"YLL006W"	"gnl|TC-DB|P41800|9.A.58.1.1"	100	426	0	0	1	426	1	426	2.7e-237	817.4	"9.A.58.1.1"	"Maintenance of mitochondrial morphology protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=MMM1 PE=1 SV=2"
"YLL015W"	"gnl|TC-DB|P14772|3.A.1.208.18"	100	1559	0	0	1	1559	1	1559	0	2973	"3.A.1.208.18"	"Bile pigment transporter 1 - Saccharomyces cerevisiae (Baker's yeast)."
"YLL024C"	"gnl|TC-DB|P08107|1.A.33.1.3"	74.3	639	158	3	4	639	6	641	1.8e-269	924.9	"1.A.33.1.3"	"Heat shock 70 kDa protein 1 (HSP70.1) (HSP70-1/HSP70-2) - Homo sapiens (Human)."
"YLL024C"	"gnl|TC-DB|P22953|1.A.33.1.1"	67.3	643	203	4	4	639	9	651	5.8e-239	823.5	"1.A.33.1.1"	"HEAT SHOCK COGNATE 70 KDA PROTEIN 1 (HSC70.1) - Arabidopsis thaliana (Mouse-ear cress)."
"YLL024C"	"gnl|TC-DB|P11021|1.A.33.1.6"	64.8	613	209	4	5	612	31	641	5.4e-221	763.8	"1.A.33.1.6"	"78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2"
"YLL024C"	"gnl|TC-DB|Q02028|3.A.9.1.1"	50.8	614	284	9	3	611	69	669	8.5e-158	553.9	"3.A.9.1.1"	"Stromal 70 kDa heat shock-related protein, chloroplast precursor - Pisum sativum (Garden pea)."
"YLL024C"	"gnl|TC-DB|P0A6Y8|1.A.33.1.2"	51	612	277	11	1	602	1	599	2.5e-157	552.4	"1.A.33.1.2"	"Chaperone protein dnaK - Escherichia coli."
"YLL024C"	"gnl|TC-DB|G4NXA5|1.A.33.1.4"	47.1	611	282	8	1	607	1	574	1.3e-150	530	"1.A.33.1.4"	"Chaperone protein DnaK OS=Bacillus subtilis subsp. spizizenii TU-B-10 GN=dnaK PE=3 SV=1"
"YLL028W"	"gnl|TC-DB|Q07824|2.A.1.2.16"	100	586	0	0	1	586	1	586	0	1112.8	"2.A.1.2.16"	"CHROMOSOME XII READING FRAME ORF YLL028W - Saccharomyces cerevisiae (Baker's yeast)."
"YLL039C"	"gnl|TC-DB|B7FZS1|3.A.25.1.1"	96.1	381	15	0	1	381	1	381	5.5e-205	709.9	"3.A.25.1.1"	"Predicted protein OS=Phaeodactylum tricornutum (strain CCAP 1055/1) GN=hUbi PE=4 SV=1"
"YLL039C"	"gnl|TC-DB|Q7KQK2|3.A.16.1.3"	94.7	380	20	0	1	380	1	380	5.7e-202	699.9	"3.A.16.1.3"	"Polyubiquitin OS=Plasmodium falciparum (isolate 3D7) GN=pUB PE=4 SV=1"
"YLL041C"	"gnl|TC-DB|X5GWN5|3.D.10.1.6"	62.2	230	83	3	34	263	26	251	1.3e-80	296.2	"3.D.10.1.6"	"Succinate dehydrogenase and fumarate reductase iron-sulfur family protein OS=Neorickettsia helminthoeca str. Oregon GN=NHE_0511 PE=4 SV=1"
"YLL043W"	"gnl|TC-DB|P23900|1.A.8.5.1"	100	669	0	0	1	669	1	669	0	1121.3	"1.A.8.5.1"	"GLYCEROL UPTAKE/EFFLUX FACILITATOR PROTEIN - Saccharomyces cerevisiae (Baker's yeast)."
"YLL043W"	"gnl|TC-DB|Q75CI7|1.A.8.5.2"	45.1	419	196	5	218	635	87	472	3.6e-98	355.9	"1.A.8.5.2"	"ACL068Wp OS=Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) GN=AGOS_ACL068W PE=3 SV=2"
"YLL048C"	"gnl|TC-DB|P32386|3.A.1.208.12"	100	1661	0	0	1	1661	1	1661	0	3207.9	"3.A.1.208.12"	"ATP-dependent bile acid permease - Saccharomyces cerevisiae (Baker's yeast)."
"YLL051C"	"gnl|TC-DB|Q12473|5.B.1.5.2"	100	712	0	0	1	712	1	712	0	1440.6	"5.B.1.5.2"	"Ferric reductase transmembrane component 6 - Saccharomyces cerevisiae (Baker's yeast)."
"YLL052C"	"gnl|TC-DB|P0CD89|1.A.8.6.2"	100	108	0	0	1	108	1	108	7.8e-62	233	"1.A.8.6.2"	"Aquaporin-2 OS=Saccharomyces cerevisiae GN=AQY2 PE=2 SV=1"
"YLL052C"	"gnl|TC-DB|B3IUC4|1.A.8.6.1"	89.8	49	5	0	60	108	1	49	2.1e-22	102.1	"1.A.8.6.1"	"Aquaporin Aqy1 OS=Saccharomyces cerevisiae PE=3 SV=1"
"YLL053C"	"gnl|TC-DB|P0CD89|1.A.8.6.2"	89.5	152	16	0	1	152	138	289	3.8e-64	240.7	"1.A.8.6.2"	"Aquaporin-2 OS=Saccharomyces cerevisiae GN=AQY2 PE=2 SV=1"
"YLL053C"	"gnl|TC-DB|B3IUC4|1.A.8.6.1"	90.3	113	11	0	1	113	79	191	2.1e-54	208.4	"1.A.8.6.1"	"Aquaporin Aqy1 OS=Saccharomyces cerevisiae PE=3 SV=1"
"YLL053C"	"gnl|TC-DB|F2QVG4|1.A.8.6.3"	67.3	113	37	0	1	113	133	245	1.5e-36	149.1	"1.A.8.6.3"	"Aquaporin PIP2-7 7 OS=Komagataella pastoris (strain ATCC 76273 / CBS 7435 / CECT 11047 / NRRL Y-11430 / Wegner 21-1) GN=AQY1 PE=1 SV=1"
"YLL055W"	"gnl|TC-DB|Q12235|2.A.1.14.20"	100	531	0	0	1	531	1	531	5.9e-298	1019.2	"2.A.1.14.20"	"Uncharacterized transporter YLL055W - Saccharomyces cerevisiae (Baker's yeast)."
"YLL061W"	"gnl|TC-DB|Q12372|2.A.3.10.16"	100	583	0	0	1	583	1	583	0	1149.4	"2.A.3.10.16"	"CHROMOSOME XII READING FRAME ORF YLL061W - Saccharomyces cerevisiae (Baker's yeast)."
"YLL061W"	"gnl|TC-DB|Q08986|2.A.3.10.15"	70.8	579	169	0	5	583	9	587	3.8e-245	844	"2.A.3.10.15"	"CHROMOSOME XVI READING FRAME ORF YPL274W - Saccharomyces cerevisiae (Baker's yeast)."
"YLL061W"	"gnl|TC-DB|Q59WB3|2.A.3.10.25"	47.4	561	283	7	24	582	56	606	1.7e-136	483	"2.A.3.10.25"	"Potential general amino acid permease OS=Candida albicans GN=GAP4 PE=4 SV=1"
"YLR004C"	"gnl|TC-DB|Q07904|2.A.1.14.36"	100	523	0	0	1	523	1	523	1.3e-297	1018.1	"2.A.1.14.36"	"Thiamine pathway transporter THI73 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=THI73 PE=1 SV=1"
"YLR008C"	"gnl|TC-DB|Q07914|3.A.8.1.1"	100	168	0	0	1	168	1	168	1.4e-91	332	"3.A.8.1.1"	"Chromosome XII reading frame ORF YLR008C - Saccharomyces cerevisiae (Baker's yeast)."
"YLR018C"	"gnl|TC-DB|Q12445|1.I.1.1.1"	100	299	0	0	1	299	1	299	6.6e-169	589.7	"1.I.1.1.1"	"Nucleoporin POM34 - Saccharomyces cerevisiae (Baker's yeast)."
"YLR034C"	"gnl|TC-DB|Q12078|2.A.55.1.3"	100	473	0	0	1	473	1	473	5e-264	906.4	"2.A.55.1.3"	"CHROMOSOME XII READING FRAME ORF YLR034C - Saccharomyces cerevisiae (Baker's yeast)."
"YLR034C"	"gnl|TC-DB|P38925|2.A.55.1.1"	46.5	495	226	6	7	463	72	565	1.7e-118	422.9	"2.A.55.1.1"	"TRANSPORTER PROTEIN SMF1/ESP1 - Saccharomyces cerevisiae (Baker's yeast)."
"YLR034C"	"gnl|TC-DB|H2ETP6|2.A.55.1.5"	46.8	472	218	5	8	468	120	569	9.8e-111	397.1	"2.A.55.1.5"	"Natural resistance-associated macrophage protein OS=Exophiala pisciphila PE=2 SV=1"
"YLR034C"	"gnl|TC-DB|Q10177|2.A.55.1.4"	45.6	476	227	8	8	473	68	521	1.1e-109	393.7	"2.A.55.1.4"	"Manganese transporter pdt1 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=pdt1 PE=1 SV=1"
"YLR038C"	"gnl|TC-DB|Q01519|3.D.4.8.1"	100	83	0	0	1	83	1	83	2.2e-50	194.1	"3.D.4.8.1"	"Cytochrome c oxidase subunit 6B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=COX12 PE=1 SV=2"
"YLR065C"	"gnl|TC-DB|Q99382|9.A.64.1.1"	100	150	0	0	1	150	1	150	4.1e-81	297.4	"9.A.64.1.1"	"SRP-independent targeting protein 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ENV10 PE=1 SV=1"
"YLR072W"	"gnl|TC-DB|Q08001|9.B.198.2.4"	100	693	0	0	1	693	1	693	0	1289.6	"9.B.198.2.4"	"Membrane-anchored lipid-binding protein LAM6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=LAM6 PE=1 SV=1"
"YLR081W"	"gnl|TC-DB|P13181|2.A.1.1.6"	100	574	0	0	1	574	1	574	0	1153.3	"2.A.1.1.6"	"Galactose transporter (Galactose permease) - Saccharomyces cerevisiae (Baker's yeast)."
"YLR081W"	"gnl|TC-DB|P39004|2.A.1.1.31"	74.3	553	138	2	22	572	16	566	2.1e-248	854.7	"2.A.1.1.31"	"High-affinity hexose transporter HXT6 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT7 PE=1 SV=1"
"YLR081W"	"gnl|TC-DB|P32467|2.A.1.1.30"	73	555	147	2	20	572	19	572	9.7e-246	845.9	"2.A.1.1.30"	"Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1) - Saccharomyces cerevisiae (Baker's yeast)."
"YLR081W"	"gnl|TC-DB|P32465|2.A.1.1.108"	69.6	523	159	0	50	572	44	566	6.6e-226	780	"2.A.1.1.108"	"Low-affinity glucose transporter HXT1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT1 PE=1 SV=1"
"YLR081W"	"gnl|TC-DB|P54862|2.A.1.1.105"	66.2	547	181	2	26	570	18	562	3.4e-214	741.1	"2.A.1.1.105"	"Hexose transporter HXT11 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT11 PE=1 SV=1"
"YLR081W"	"gnl|TC-DB|P23585|2.A.1.1.111"	69.4	500	153	0	53	552	38	537	1.5e-206	715.7	"2.A.1.1.111"	"High-affinity glucose transporter HXT2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT2 PE=1 SV=1"
"YLR081W"	"gnl|TC-DB|P43581|2.A.1.1.5"	66.2	512	169	1	41	552	23	530	1.9e-201	698.7	"2.A.1.1.5"	"Hexose transporter HXT10 - Saccharomyces cerevisiae (Baker's yeast)."
"YLR081W"	"gnl|TC-DB|P39924|2.A.1.1.110"	60.1	544	210	3	28	570	18	555	1.2e-187	652.9	"2.A.1.1.110"	"Hexose transporter HXT13 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT13 PE=1 SV=1"
"YLR081W"	"gnl|TC-DB|P54854|2.A.1.1.107"	59.8	540	212	2	15	553	8	543	6.6e-186	647.1	"2.A.1.1.107"	"Hexose transporter HXT15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=HXT15 PE=1 SV=1"
"YLR081W"	"gnl|TC-DB|Q2MDH1|2.A.1.1.67"	56.7	527	222	2	25	548	1	524	7.1e-180	627.1	"2.A.1.1.67"	"Glucose/xylose facilitator 1 OS=Candida intermedia GN=gxf1 PE=3 SV=1"
"YLR083C"	"gnl|TC-DB|E7NFP9|8.A.68.1.1"	74	666	164	2	11	667	7	672	1.7e-294	1008.1	"8.A.68.1.1"	"Tmn2p OS=Saccharomyces cerevisiae (strain FostersO) GN=FOSTERSO_0673 PE=4 SV=1"
"YLR087C"	"gnl|TC-DB|Q12150|8.A.6.1.1"	100	2958	0	0	1	2958	1	2958	0	5887.4	"8.A.6.1.1"	"CHROMOSOME XII COSMID 9449 - Saccharomyces cerevisiae (Baker's yeast)."
"YLR092W"	"gnl|TC-DB|Q12325|2.A.53.1.13"	100	893	0	0	1	893	1	893	0	1788.5	"2.A.53.1.13"	"Sulfate permease 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SUL2 PE=1 SV=1"
"YLR092W"	"gnl|TC-DB|P38359|2.A.53.1.1"	63.3	888	271	9	21	893	12	859	0	1086.2	"2.A.53.1.1"	"SULFATE PERMEASE 1 (HIGH-AFFINITY SULFATE TRANSPORTER 1) - Saccharomyces cerevisiae (Baker's yeast)."
"YLR093C"	"gnl|TC-DB|Q12255|1.F.1.1.2"	100	253	0	0	1	253	1	253	8.1e-136	479.6	"1.F.1.1.2"	"Vacuolar v-SNARE NYV1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=NYV1 PE=1 SV=2"
"YLR130C"	"gnl|TC-DB|Q12436|2.A.5.1.14"	100	422	0	0	1	422	1	422	1.8e-244	841.3	"2.A.5.1.14"	"Zinc-regulated transporter 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=ZRT2 PE=1 SV=1"
"YLR138W"	"gnl|TC-DB|Q99271|2.A.36.4.1"	100	985	0	0	1	985	1	985	0	1731.5	"2.A.36.4.1"	"NA(+)/H(+) ANTIPORTER - Saccharomyces cerevisiae (Baker's yeast)."
"YLR138W"	"gnl|TC-DB|O42701|2.A.36.4.2"	50.8	845	321	15	4	841	3	759	1.5e-214	743	"2.A.36.4.2"	"NA(+)/H(+) ANTIPORTER 2 - Zygosaccharomyces rouxii (Candida mogii)."
"YLR138W"	"gnl|TC-DB|Q9P937|2.A.36.4.4"	46.5	862	295	15	4	852	3	711	5.3e-191	664.8	"2.A.36.4.4"	"Na+/H+ antiporter Cnh1 - Candida albicans (Yeast)."
"YLR138W"	"gnl|TC-DB|O14123|2.A.36.4.5"	50.6	484	226	6	4	486	3	474	8.8e-138	488	"2.A.36.4.5"	"Probable Na(+)/H(+) antiporter C3A11.09 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=SPAC3A11.09 PE=1 SV=1"
"YLR152C"	"gnl|TC-DB|P54072|2.A.69.2.6"	100	576	0	0	1	576	1	576	0	1127.5	"2.A.69.2.6"	"Uncharacterized transporter YLR152C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=YLR152C PE=1 SV=1"
"YLR166C"	"gnl|TC-DB|Q06245|1.F.2.1.1"	100	871	0	0	1	871	1	871	0	1622.4	"1.F.2.1.1"	"Exocyst complex component SEC10 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=SEC10 PE=1 SV=1"
"YLR167W"	"gnl|TC-DB|B7FZS1|3.A.25.1.1"	96	75	3	0	1	75	1	75	1.4e-34	142.5	"3.A.25.1.1"	"Predicted protein OS=Phaeodactylum tricornutum (strain CCAP 1055/1) GN=hUbi PE=4 SV=1"
"YLR167W"	"gnl|TC-DB|Q7KQK2|3.A.16.1.3"	94.7	75	4	0	1	75	1	75	4.1e-34	141	"3.A.16.1.3"	"Polyubiquitin OS=Plasmodium falciparum (isolate 3D7) GN=pUB PE=4 SV=1"
"YLR170C"	"gnl|TC-DB|P61966|9.B.278.1.1"	53.3	150	68	2	4	153	2	149	5.1e-40	160.6	"9.B.278.1.1"	"AP-1 complex subunit sigma-1A OS=Homo sapiens OX=9606 GN=AP1S1 PE=1 SV=1"
