"SGD_ID"	"Systematic_name"	"Organism"	"Standard_name"	"name"	"Brif description"	"Description"	"Qualifier"	"Function summary"	"Phenotype summary"	"panID"	"collapsed_sign"	"Remark"	"panID_b"	"AAlength_b"	"panID_p"	"AAlength_p"	"CHECK"
"S000005920"	"YOR393W"	"S. cerevisiae"	"ERR1"	"Enolase-Related Repeat"	"Putative phosphopyruvate hydratase"	"Putative phosphopyruvate hydratase"	"Verified"	NA	NA	"7624-YPL281C_NumOfGenes_3"	"collapse"	"find panID based on not collapsed gene"	"7624-YPL281C_NumOfGenes_3"	"438"	"7624-YPL281C_NumOfGenes_3"	"438"	TRUE
"S000005965"	"YPL044C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene NOP4/YPL043W"	"Dubious"	NA	NA	"7393-YPL043W_NumOfGenes_2"	NA	"find panID based blast"	"7393-YPL043W_NumOfGenes_2"	"178"	"7393-YPL043W_NumOfGenes_2"	"178"	TRUE
"S000005994"	"YPL073C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps with verified gene UBP16/YPL072W; may interact with ribosome based on co-purification experiments"	"Dubious"	NA	NA	"7421-YPL072W_NumOfGenes_2"	NA	"find panID based blast"	"7421-YPL072W_NumOfGenes_2"	"157"	"7421-YPL072W_NumOfGenes_2"	"157"	TRUE
"S000006035"	"YPL114W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; largely overlaps ORF YPL113C; diploid deletion in BY4743 strain background exhibits high budding index"	"Dubious"	NA	NA	"7462-YPL113C_NumOfGenes_2"	NA	"find panID based blast"	"7462-YPL113C_NumOfGenes_2"	"138"	"7462-YPL113C_NumOfGenes_2"	"138"	TRUE
"S000006057"	"YPL136W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified gene GIP3/YPL137C"	"Dubious"	NA	NA	"7485-YPL137C_NumOfGenes_2"	NA	"find panID based blast"	"7485-YPL137C_NumOfGenes_2"	"120"	"7485-YPL137C_NumOfGenes_2"	"120"	TRUE
"S000006063"	"YPL142C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the verified ORF RPL33A/YPL143W, a component of the large (60S) ribosomal subunit"	"Dubious"	NA	NA	"7490-YPL143W_NumOfGenes_2"	NA	"find panID based blast"	"7490-YPL143W_NumOfGenes_2"	"95"	"7490-YPL143W_NumOfGenes_2"	"95"	TRUE
"S000006118"	"YPL197C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the ribosomal gene RPL7B"	"Dubious"	NA	NA	"7547-YPL198W_NumOfGenes_3"	NA	"find panID based blast"	"7547-YPL198W_NumOfGenes_3"	"120"	"7547-YPL198W_NumOfGenes_3"	"120"	TRUE
"S000006141"	"YPL220W"	"S. cerevisiae"	"RPL1A"	"Ribosomal Protein of the Large subunit"	"Ribosomal 60S subunit protein L1A"	"Ribosomal 60S subunit protein L1A; N-terminally acetylated; homologous to mammalian ribosomal protein L10A and bacterial L1; RPL1A has a paralog, RPL1B, that arose from the whole genome duplication; rpl1a rpl1b double null mutation is lethal"	"Verified"	"Subunit of the cytosolic large ribosomal subunit; involved in translation|uniprot_proteome=UP000002311"	NA	"3778-YGL135W_NumOfGenes_2"	NA	"find panID based blast"	"3778-YGL135W_NumOfGenes_2"	"218"	"3778-YGL135W_NumOfGenes_2"	"218"	TRUE
"S000006159"	"YPL238C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W"	"Dubious"	NA	NA	"7585-YPL237W_NumOfGenes_2"	NA	"find panID based blast"	"7585-YPL237W_NumOfGenes_2"	"34"	"7585-YPL237W_NumOfGenes_2"	"34"	TRUE
"S000006172"	"YPL251W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps 5' end of the verified, essential gene YAH1/YPL252C"	"Dubious"	NA	NA	"7599-YPL252C_NumOfGenes_2"	NA	"find panID based blast"	"7599-YPL252C_NumOfGenes_2"	"85"	"7599-YPL252C_NumOfGenes_2"	"85"	TRUE
"S000006198"	"YPL277C"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels"	"Uncharacterized"	"Protein whose biological role is unknown; localizes to membranes|uniprot_proteome=UP000002311"	NA	"7346-YOR389W_NumOfGenes_4"	NA	"find panID based blast"	"7346-YOR389W_NumOfGenes_4"	"458"	"7346-YOR389W_NumOfGenes_4"	"32"	TRUE
"S000006199"	"YPL278C"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; gene expression regulated by copper levels"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"7346-YOR389W_NumOfGenes_4"	NA	"find panID based blast"	"7346-YOR389W_NumOfGenes_4"	"101"	"7346-YOR389W_NumOfGenes_4"	"101"	TRUE
"S000006203"	"YPL282C"	"S. cerevisiae"	"PAU22"	"seriPAUperin"	"Protein of unknown function"	"Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole, while mCherry fusion localizes to just the vacuole; identical to Pau21p; encodes two proteins that are translated from two different start codons"	"Verified"	"Protein whose biological role is unknown; localizes to the vacuole|uniprot_proteome=UP000002311"	NA	"7349-YOR394W_NumOfGenes_7"	"collapse"	"find panID based on not collapsed gene"	"7349-YOR394W_NumOfGenes_7"	"165"	"7349-YOR394W_NumOfGenes_7"	"165"	TRUE
"S000006204"	"YPL283C"	"S. cerevisiae"	"YRF1-7"	NA	"Helicase encoded by the Y' element of subtelomeric regions"	"Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p"	"Verified"	"DNA helicase involved in telomere maintenance via recombination|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"1797"	"662-snap_masked-643-BBP_3"	"26"	FALSE
"S000006248"	"YPR044C"	"S. cerevisiae"	"OPI11"	"OverProducer of Inositol"	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; largely overlaps verified gene RPL43A/YPR043W; deletion confers sensitivity to GSAO"	"Dubious"	NA	NA	"7670-YPR043W_NumOfGenes_2"	NA	"find panID based blast"	"7670-YPR043W_NumOfGenes_2"	"108"	"7670-YPR043W_NumOfGenes_2"	"108"	TRUE
"S000006254"	"YPR050C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps verified ORF MAK3/YPR051W"	"Dubious"	NA	NA	"7676-YPR051W_NumOfGenes_2"	NA	"find panID based blast"	"7676-YPR051W_NumOfGenes_2"	"135"	"7676-YPR051W_NumOfGenes_2"	"135"	TRUE
"S000006263"	"YPR059C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene YMC1/YPR058W"	"Dubious"	NA	NA	"7683-YPR058W_NumOfGenes_2"	NA	"find panID based blast"	"7683-YPR058W_NumOfGenes_2"	"120"	"7683-YPR058W_NumOfGenes_2"	"120"	TRUE
"S000006280"	"YPR076W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"7700-YPR075C_NumOfGenes_2"	NA	"find panID based blast"	"7700-YPR075C_NumOfGenes_2"	"114"	"7700-YPR075C_NumOfGenes_2"	"114"	TRUE
"S000006281"	"YPR077C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; expression increased by deletion of NAP1"	"Dubious"	NA	NA	"7701-YPR078C_NumOfGenes_2"	NA	"find panID based blast"	"7701-YPR078C_NumOfGenes_2"	"118"	"7701-YPR078C_NumOfGenes_2"	"118"	TRUE
"S000006291"	"YPR087W"	"S. cerevisiae"	"VPS69"	"Vacuolar Protein Sorting"	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the verified gene SRP54; deletion causes a vacuolar protein sorting defect"	"Dubious"	NA	NA	"7710-YPR088C_NumOfGenes_2"	NA	"find panID based blast"	"7710-YPR088C_NumOfGenes_2"	"66"	"7710-YPR088C_NumOfGenes_2"	"66"	TRUE
"S000006303"	"YPR099C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene MRPL51/YPR100W"	"Dubious"	NA	NA	"7720-YPR100W_NumOfGenes_2"	NA	"find panID based blast"	"7720-YPR100W_NumOfGenes_2"	"107"	"7720-YPR100W_NumOfGenes_2"	"107"	TRUE
"S000006327"	"YPR123C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CTR"	"Dubious"	NA	NA	"7744-YPR124W_NumOfGenes_2"	NA	"find panID based blast"	"7744-YPR124W_NumOfGenes_2"	"68"	"1211-augustus_masked-CGP_5-11818"	"31"	FALSE
"S000006330"	"YPR126C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"7745-YPR125W_NumOfGenes_2"	NA	"find panID based blast"	"7745-YPR125W_NumOfGenes_2"	"83"	"7745-YPR125W_NumOfGenes_2"	"83"	TRUE
"S000006334"	"YPR130C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"7748-YPR129W_NumOfGenes_2"	NA	"find panID based blast"	"7748-YPR129W_NumOfGenes_2"	"121"	"7748-YPR129W_NumOfGenes_2"	"121"	TRUE
"S000006340"	"YPR136C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF RRP9"	"Dubious"	NA	NA	"7755-YPR137W_NumOfGenes_2"	NA	"find panID based blast"	"7755-YPR137W_NumOfGenes_2"	"159"	"7755-YPR137W_NumOfGenes_2"	"159"	TRUE
"S000006354"	"YPR150W"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified gene SUE1/YPR151C"	"Dubious"	NA	NA	"7769-YPR151C_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"7769-YPR151C_NumOfGenes_2"	"155"	"7769-YPR151C_NumOfGenes_2"	"155"	TRUE
"S000006360"	"YPR156C"	"S. cerevisiae"	"TPO3"	"Transporter of POlyamines"	"Polyamine transporter of the major facilitator superfamily"	"Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog, TPO2, that arose from the whole genome duplication"	"Verified"	NA	NA	"134-augustus_masked-1700-AIE_1"	NA	"find panID based blast"	"134-augustus_masked-1700-AIE_1"	"623"	"134-augustus_masked-1700-AIE_1"	"623"	TRUE
"S000006381"	"YPR177C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the 5' end of the essential PRP4 gene encoding a component of the U4/U6-U5 snRNP complex"	"Dubious"	NA	NA	"7796-YPR178W_NumOfGenes_2"	NA	"find panID based blast"	"7796-YPR178W_NumOfGenes_2"	"117"	"7796-YPR178W_NumOfGenes_2"	"117"	TRUE
"S000006401"	"YPR197C"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; overlaps ORF SGE1/YPR198W"	"Dubious"	NA	NA	"7815-YPR198W_NumOfGenes_2"	"collapse"	"find panID based on not collapsed gene"	"7815-YPR198W_NumOfGenes_2"	"142"	"7815-YPR198W_NumOfGenes_2"	"142"	TRUE
"S000006406"	"YPR202W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; similar to telomere-encoded helicases; down-regulated at low calcium levels; YPR202W is not an essential gene; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"1536-maker-BDM_5-23139"	"188"	"5919-YLR467W_NumOfGenes_63"	"150"	FALSE
"S000006407"	"YPR203W"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"98"	"5919-YLR467W_NumOfGenes_63"	"98"	TRUE
"S000006408"	"YPR204W"	"S. cerevisiae"	NA	NA	"DNA helicase encoded within the telomeric Y' element"	"DNA helicase encoded within the telomeric Y' element; Y' -helicase protein 1"	"Verified"	NA	NA	"5919-YLR467W_NumOfGenes_63"	NA	"find panID based blast"	"5919-YLR467W_NumOfGenes_63"	"1034"	"662-snap_masked-643-BBP_3"	"26"	FALSE
"S000006409"	"YEL077C"	"S. cerevisiae"	NA	NA	"Helicase-like protein encoded within the telomeric Y' element"	"Helicase-like protein encoded within the telomeric Y' element"	"Uncharacterized"	NA	NA	"5919-YLR467W_NumOfGenes_63"	"collapse"	"find panID based on not collapsed gene"	"5919-YLR467W_NumOfGenes_63"	"1276"	"662-snap_masked-643-BBP_3"	"24"	FALSE
"S000007223"	"YCR087C-A"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleolus; YCR087C-A is not an essential gene"	"Uncharacterized"	"Protein whose biological role is unknown; localizes to the nucleolus in a large-scale study|uniprot_proteome=UP000002311"	NA	"2430-YCR087W_NumOfGenes_2"	NA	"find panID based blast"	"2430-YCR087W_NumOfGenes_2"	"154"	"2430-YCR087W_NumOfGenes_2"	"154"	TRUE
"S000007229"	"YBL107W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the Ty2 LTR YBLWdelta2; YBL107W-A has a paralog, YER138W-A, that arose from a single-locus duplication"	"Dubious"	NA	NA	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"collapse"	"find panID based on not collapsed gene"	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"35"	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"35"	TRUE
"S000007230"	"YCR018C-A"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; encoded opposite a Ty1 LTR"	"Dubious"	NA	NA	"7844-YMRCTy1-4_NumOfGenes_31_NumOfGenes_68"	"collapse"	"find panID based on not collapsed gene"	"7844-YMRCTy1-4_NumOfGenes_31_NumOfGenes_68"	"84"	"6220-YMR158C-A"	"18"	FALSE
"S000007239"	"YER138W-A"	"S. cerevisiae"	NA	NA	"Putative protein of unknown function"	"Putative protein of unknown function; YER138W-A has a paralog, YBL107W-A, that arose from a single-locus duplication"	"Uncharacterized"	"Protein whose biological role and cellular location are unknown|uniprot_proteome=UP000002311"	NA	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"collapse"	"find panID based on not collapsed gene"	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"35"	"7845-YDRWTy2-3_NumOfGenes_13_NumOfGenes_28"	"35"	TRUE
"S000007240"	"YGR122C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; similar to YLR334C and YOL106W"	"Dubious"	NA	NA	"7844-YMRCTy1-4_NumOfGenes_31_NumOfGenes_68"	"collapse"	"find panID based on not collapsed gene"	"6904-YOL106W"	"41"	"6220-YMR158C-A"	"18"	FALSE
"S000007248"	"YMR046W-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data"	"Dubious"	NA	NA	"7844-YMRCTy1-4_NumOfGenes_31_NumOfGenes_68"	"collapse"	"find panID based on not collapsed gene"	"7844-YMRCTy1-4_NumOfGenes_31_NumOfGenes_68"	"45"	"6220-YMR158C-A"	"18"	FALSE
"S000007254"	"YPR002C-A"	"S. cerevisiae"	NA	NA	"Dubious open reading frame"	"Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; completely overlaps the Ty1 long terminal repeat, YPRWdelta12"	"Dubious"	NA	NA	"7844-YMRCTy1-4_NumOfGenes_31_NumOfGenes_68"	"collapse"	"find panID based on not collapsed gene"	"7844-YMRCTy1-4_NumOfGenes_31_NumOfGenes_68"	"68"	"7844-YMRCTy1-4_NumOfGenes_31_NumOfGenes_68"	"68"	TRUE
