"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Pathways of gene"	"Reactions of gene"	"Citations"
"ENA2"	"YDR039C"	531307	534582	"Exitus NAtru (Latin, \"exit sodium\")"	""	3.6.3.7-RXN	
"CCE1"	"YKL011C"	420155	421216	"Cruciform Cutting Endonuclease"	""	3.1.22.4-RXN	
"PCL8"	"YPL219W"	136750	138228	"Pho85 CycLin"	""	""	
"IMA3"	"YIL172C"	16784	18553	"alpha glucosidase"	""	RXN-15910 // RXN0-5183 // MALTODEXGLUCOSID-RXN	
"CIS3"	"YJL158C"	122265	122948	"CIk1 Suppressing"	""	""	
"SAK1"	"YER129W"	417281	420709	"Snf1 Activating Kinase"	""	PROTEIN-KINASE-RXN	
"GLC3"	"YEL011W"	133120	135234	"1,4-glucan-6-(1,4-glucano)-transferase"	"glycogen biosynthesis"	RXN-7669 // GLYCOGEN-BRANCH-RXN	
"DIP2"	"YLR129W"	399657	402488	"DOM34 Interacting Protein"	""	""	
"SNA2"	"YDR525W-A"	1490596	1490835	"Sensitivity to NA+"	""	""	
"VBA1"	"YMR088C"	443414	445102	"Vacuolar Basic Amino acid transporter"	""	""	
"YKR104W"	"YKR104W"	656836	657756	"YKR104W"	""	""	
"YSY6"	"YBR162W-A"	565231	565428	"YSY6"	""	""	
"GPD2"	"YOL059W"	217126	218448	"glycerol-3-phosphate dehydrogenase (NAD+)"	"glycerol biosynthesis" // "phosphatidate biosynthesis II (the glycerol-3-phosphate pathway)" // "glycerol-3-phosphate shuttle" // "superpathway phosphatidate biosynthesis (yeast)"	1.1.1.8-RXN	
"BOR1"	"YNL275W"	119268	120998	"BORon transporter"	""	""	
"MRPL39"	"YML009C"	251304	251516	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"YGR054W"	"YGR054W"	596693	598621	"YGR054W"	""	""	
"VPS15"	"YBR097W"	436951	441315	"Vacuolar Protein Sorting"	""	PROTEIN-KINASE-RXN	
"RAX1"	"YOR301W"	880965	882272	"RAX1"	""	""	
"TOM7"	"YNL070W"	493366	493548	"Translocase of the Outer Mitochondrial membrane"	""	""	
"SNL1"	"YIL016W"	321454	321933	"Suppressor of Nup116-C Lethal"	""	""	
"USE1"	"YGL098W"	317342	318079	"Unconventional SNARE in the ER"	""	""	
"SPR28"	"YDR218C"	903781	905052	"SPorulation Regulated"	""	""	
"TGL5"	"YOR081C"	476939	479188	"triacylglycerol lipase"	"superpathway phosphatidate biosynthesis (yeast)" // "phospholipid remodeling (phosphatidate)" // "triacylglycerol degradation"	RXN-15043 // TRIACYLGLYCEROL-LIPASE-RXN // RXN-12579 // RXN-12086	
"YLH47"	"YPR125W"	787961	789325	"Yeast LETM1 Homolog of 47 kD"	""	""	
"RPN5"	"YDL147W"	190924	192261	"Regulatory Particle Non-ATPase"	""	""	
"DAN1"	"YJR150C"	708811	709707	"Delayed ANaerobic"	""	""	
"SLT2"	"YHR030C"	168890	170344	"Suppression at Low Temperature"	""	2.7.11.24-RXN	
"HIS6"	"YIL020C"	314035	314820	"phosphoribosyl-5-amino-1-phosphoribosyl-4-imidazolecarboxiamide"	"histidine biosynthesis"	PRIBFAICARPISOM-RXN	
"RPL7B"	"YPL198W"	173152	174702	"Ribosomal Protein of the Large subunit"	""	""	
"SWI4"	"YER111C"	382595	385876	"SWItching deficient"	""	""	
"AIM23"	"YJL131C"	164278	165348	"Altered Inheritance rate of Mitochondria"	""	""	
"CDC45"	"YLR103C"	343989	345941	"Cell Division Cycle"	""	""	
"TRR1"	"YDR353W"	1183299	1184258	"thioredoxin reductase"	"thioredoxin system"	THIOREDOXIN-REDUCT-NADPH-RXN	
"AVO2"	"YMR068W"	406304	407584	"Adheres VOraciously (to TOR2)"	""	""	
"SPS1"	"YDR523C"	1485566	1487038	"SPorulation Specific"	""	PROTEIN-KINASE-RXN	
"APM3"	"YBR288C"	778012	779463	"clathrin Adaptor Protein complex Medium chain"	""	""	
"OMA1"	"YKR087C"	603195	604232	"Overlapping activity with M-AAA protease"	""	""	
"GIS2"	"YNL255C"	167329	167790	"GIg Suppressor"	""	""	
"PHA2"	"YNL316C"	42071	43075	"prephenate dehydratase"	"superpathway of phenylalanine, tyrosine and tryptophan biosynthesis" // "phenylalanine biosynthesis"	PREPHENATEDEHYDRAT-RXN	
"RPS25A"	"YGR027C"	534132	534458	"Ribosomal Protein of the Small subunit"	""	""	
"PAU4"	"YLR461W"	1062919	1063281	"seriPAUperin family"	""	""	
"RIM20"	"YOR275C"	839084	841069	"Regulator of IME2"	""	""	
"YBR074W"	"YBR074W"	386286	389216	"YBR074W"	""	""	
"QCR10"	"YHR001W-A"	107826	108122	"ubiquinol-cytochrome C oxidoreductase"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	1.10.2.2-RXN	
"SLM2"	"YNL047C"	539911	541881	"Synthetic Lethal with Mss4"	""	""	
"CBS2"	"YDR197W"	851228	852397	"Cytochrome B Synthesis"	""	""	
"KXD1"	"YGL079W"	359444	360100	"KxDL homologue"	""	""	
"COG4"	"YPR105C"	736984	739569	"Conserved Oligomeric Golgi complex"	""	""	
"SLD7"	"YOR060C"	440390	441163	"Synthetic Lethality with Dpb11-24"	""	""	
"JHD2"	"YJR119C"	644304	646490	"JmjC domain-containing Histone Demethylase"	""	""	
"PCL2"	"YDL127W"	234927	235853	"Pho85 CycLin"	""	""	
"TRR2"	"YHR106W"	325598	326626	"thioredoxin reductase"	"thioredoxin system"	THIOREDOXIN-REDUCT-NADPH-RXN	
"GPA1"	"YHR005C"	113499	114917	"G Protein Alpha subunit"	""	""	
"IES5"	"YER092W"	342855	343232	"Ino Eighty Subunit"	""	""	
"CBC2"	"YPL178W"	212158	212784	"Cap Binding Complex"	""	""	
"RAX2"	"YLR084C"	296589	300251	"RAX2"	""	""	
"IME2"	"YJL106W"	221390	223327	"Inducer of MEiosis"	""	PROTEIN-KINASE-RXN	
"IOC4"	"YMR044W"	355384	356811	"Iswi One Complex"	""	""	
"HOM2"	"YDR158W"	770357	771454	"aspartic beta semi-aldehyde dehydrogenase"	"homoserine biosynthesis"	ASPARTATE-SEMIALDEHYDE-DEHYDROGENASE-RXN	
"REI1"	"YBR267W"	739841	741022	"REquired for Isotropic bud growth"	""	""	
"LCD1"	"YDR499W"	1447830	1450073	"Lethal, Checkpoint-defective, DNA damage sensitive"	""	""	
"YTP1"	"YNL237W"	205188	206567	"Yeast putative Transmembrane Protein"	""	""	
"LAS1"	"YKR063C"	560789	562297	"Lethal in the Absence of SSD1-v"	""	""	
"VEL1"	"YGL258W"	11110	11730	"VELum formation"	""	""	
"MLS1"	"YNL117W"	406358	408022	"malate synthase"	"glyoxylate cycle" // "chitin degradation to ethanol"	3-ETHYLMALATE-SYNTHASE-RXN // MALSYN-RXN	
"OSW1"	"YOR255W"	807271	808107	"Outer Spore Wall"	""	""	
"DIF1"	"YLR437C"	1011622	1012023	"Damage-regulated Import Facilitator"	""	""	
"NVJ1"	"YHR195W"	490747	491712	"Nucleus-Vacuole Junction"	""	""	
"PKP2"	"YGL059W"	392223	393698	"Protein Kinase of PDH"	""	""	
"NGG1"	"YDR176W"	814452	816560	"NGG1"	""	""	
"RPS11B"	"YBR048W"	332831	333812	"Ribosomal Protein of the Small subunit"	""	""	
"GRS2"	"YPR081C"	702114	703970	"Glycyl-tRNA Synthase"	"tRNA charging"	GLYCINE--TRNA-LIGASE-RXN	
"RCM1"	"YNL022C"	591427	592899	"25S rRNA (cytosine<sup>2278</sup>-<i>C</i><sup>5</sup>)-methyltransferase"	""	RXN-15844	
"BUD4"	"YJR092W"	598735	603078	"BUD site selection"	""	""	
"PEP12"	"YOR036W"	400348	401214	"carboxyPEPtidase Y-deficient"	""	""	
"SOD2"	"YHR008C"	122889	123590	"mitochondrial superoxide dismutase"	"superoxide radicals degradation" // "ethylene biosynthesis"	SUPEROX-DISMUT-RXN	
"MSS2"	"YDL107W"	268921	269976	"Mitochondrial Splicing System"	""	""	
"FCY21"	"YER060W"	274567	276153	"FluoroCYtosine resistance"	""	""	
"ECM29"	"YHL030W"	40084	45690	"ExtraCellular Mutant"	""	""	
"ENV10"	"YLR065C"	266373	266918	"late ENdosome and Vacuole interface function"	""	""	
"PET20"	"YPL159C"	250907	251668	"PETite colonies"	""	""	
"PEX12"	"YMR026C"	324236	325435	"PEroXin"	""	""	
"OST4"	"YDL232W"	38487	38597	"oligosaccharyl transferase complex OST4 subunit"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	2.4.1.119-RXN	
"ERT1"	"YBR239C"	698354	699943	"Ethanol Regulator of Translation"	""	""	
"DIG2"	"YDR480W"	1417399	1418370	"Down-regulator of Invasive Growth"	""	""	
"VID27"	"YNL212W"	247461	249809	"Vacuolar Import and Degradation"	""	""	
"UTH1"	"YKR042W"	519527	520624	"yoUTH"	""	""	
"MTO1"	"YGL236C"	53787	55796	"mitochondrial translation optimization protein 1"	"tRNA-uridine 2-thiolation (yeast mitochondria)"	RXN0-7068	
"COX7"	"YMR256C"	778945	779127	"cytochrome c oxidase subunit VII"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	CYTOCHROME-C-OXIDASE-RXN	
"MKK1"	"YOR231W"	772601	774127	"Mitogen-activated protein Kinase-Kinase"	""	2.7.12.2-RXN	
"PUN1"	"YLR414C"	953353	954144	"Plasma membrane protein Upregulated during Nitrogen stress"	""	""	
"NMD3"	"YHR170W"	443828	445384	"Nonsense-Mediated mRNA Decay"	""	""	
"HOP2"	"YGL033W"	435625	436401	"HOmologous Pairing"	""	""	
"ENT5"	"YDR153C"	766736	767971	"Epsin N-Terminal homology"	""	""	
"SCO2"	"YBR024W"	289445	290350	"Synthesis of Cytochrome c Oxidase 2"	""	""	
"SMK1"	"YPR054W"	666280	667446	"SMK1"	""	2.7.11.24-RXN	
"HUG1"	"YML058W-A"	158760	158966	"HUG1"	""	""	
"RFC2"	"YJR068W"	567643	568704	"Replication Factor C"	""	""	
"PET127"	"YOR017W"	361412	363814	"PETite colonies"	""	""	
"ALG10"	"ALG10"	947420	948997	"dolichyl-<em>P</em>-Glc:Glc<small><sub>2</sub></small>Man<small><sub>9</sub></small>GlcNAc<small><sub>2</sub></small>-<em>PP</em>-dolichol &alpha;-1,2-glucosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	RXN-5472	"9597543"
"RPS16B"	"YDL083C"	306926	307789	"Ribosomal Protein of the Small subunit"	""	""	
"HVG1"	"YER039C"	228456	229205	"Homologous to VRG4"	""	""	
"STE20"	"YHL007C"	95118	97937	"STErile"	""	2.7.11.25-RXN	
"PAU23"	"YLR037C"	222685	223059	"seriPAUperin family"	""	""	
"MKK2"	"YPL140C"	287514	289034	"Mitogen-activated Kinase Kinase"	""	2.7.12.2-RXN	
"MIC17"	"YMR002W"	272193	272663	"Mitochondrial Intermembrane space Cysteine motif protein of 17 kDa"	""	""	
"COX9"	"YDL067C"	334217	334396	"cytochrome c oxidase subunit VIIa"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	CYTOCHROME-C-OXIDASE-RXN	
"SDS24"	"YBR214W"	651415	652998	"homolog of S. pombe SDS23"	""	""	
"MPM1"	"YJL066C"	314114	314872	"Mitochondrial Peculiar Membrane protein"	""	""	
"UBP10"	"YNL186W"	289498	291876	"UBiquitin-specific Protease"	""	3.4.19.12-RXN	
"MFA1"	"YDR461W"	1385176	1385286	"Mating Factor A"	""	""	
"CLG1"	"YGL215W"	87981	89339	"Cyclin-Like Gene"	""	""	
"VPS51"	"YKR020W"	478338	478832	"Vacuolar Protein Sorting"	""	""	
"NOC2"	"YOR206W"	727512	729644	"NucleOlar Complex associated"	""	""	
"SEC59"	"SEC59"	295179	296738	"dolichol kinase"	"dolichol and dolichyl phosphate biosynthesis"	DOLICHOL-KINASE-RXN	"1323123" // "2657387"
"RPS11A"	"YDR025W"	491515	492324	"Ribosomal Protein of the Small subunit"	""	""	
"PMA1"	"YGL008C"	479910	482666	"Plasma Membrane ATPase"	""	3.6.3.6-RXN	
"SPO16"	"YHR153C"	402086	402682	"SPOrulation"	""	""	
"RTG3"	"YBL103C"	22076	23536	"ReTroGrade regulation"	""	""	
"FIN1"	"YDR130C"	715747	716622	"Filaments In between Nuclei"	""	""	
"ATP10"	"YLR393W"	907079	907918	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I" // "adenosine nucleotides <i>de novo</i> biosynthesis" // "adenosine ribonucleotides <i>de novo</i> biosynthesis"	ATPSYN-RXN	
"NTO1"	"YPR031W"	631515	633761	"NuA Three Orf"	""	""	
"UBP15"	"YMR304W"	874987	878679	"UBiquitin-specific Protease"	""	""	
"ANB1"	"YJR047C"	524908	525381	"ANaeroBically induced"	""	""	
"IMA2"	"YOL157C"	22525	24294	"IsoMAltase"	""	RXN0-5183 // MALTODEXGLUCOSID-RXN // RXN-15910	
"FKS2"	"YGR032W"	548264	553951	"1,3-beta-D-glucan synthase"	"1,3-&beta;-D-glucan biosynthesis"	13-BETA-GLUCAN-SYNTHASE-RXN	
"RAD59"	"YDL059C"	344237	344953	"RADiation sensitive"	""	""	
"SPC25"	"YER018C"	191959	192624	"Spindle Pole Component"	""	""	
"YGR283C"	"YGR283C"	1059015	1060040	"YGR283C"	""	""	
"BRE2"	"YLR015W"	175227	176744	"BREfeldin A sensitivity"	""	""	
"RNY1"	"YPL123C"	317641	318945	"RiboNuclease from Yeast"	""	3.1.27.1-RXN	
"SAM4"	"YPL273W"	25087	26064	"AdoMet-homocysteine methyltransferase"	""	MMUM-RXN	
"CIT2"	"YCR005C"	120946	122328	"citrate synthase"	"glyoxylate cycle"	CITSYN-RXN	
"BUL2"	"YML111W"	46942	49704	"Binds Ubiquitin Ligase"	""	""	
"MHP1"	"YJL042W"	361249	365445	"MAP-Homologous Protein"	""	""	
"RIM2"	"YBR192W"	607652	608785	"Replication In Mitochondria"	""	""	
"THI74"	"YDR438W"	1338274	1339386	"THI regulon"	""	""	
"RIA1"	"YNL163C"	326741	330073	"RIbosome Assembly"	""	""	
"COS9"	"YKL219W"	14485	15708	"COnserved Sequence"	""	""	
"YGL193C"	"YGL193C"	141916	142227	"YGL193C"	""	""	
"TSA1"	"YML028W"	220138	220728	"thioredoxin-peroxidase"	""	1.11.1.15-RXN // RXN0-5468	
"RPS30B"	"YOR182C"	678191	678793	"Ribosomal Protein of the Small subunit"	""	""	
"RMD8"	"YFR048W"	246146	248134	"Required for Meiotic nuclear Division"	""	""	
"YRB1"	"YDR002W"	453045	453650	"Yeast Ran Binder"	""	""	
"ILS1"	"YBL076C"	81043	84261	"IsoLeucine-tRNA Synthetase"	"tRNA charging"	ISOLEUCINE--TRNA-LIGASE-RXN	
"ECM14"	"YHR132C"	368502	369794	"ExtraCellular Mutant"	""	""	
"SUR4"	"YLR372W"	867354	868391	"SUppressor of Rvs161 and rvs167 mutations"	""	""	
"YDR109C"	"YDR109C"	673520	675667	"D-ribulokinase"	""	D-RIBULOKIN-RXN	
"AEP2"	"YMR282C"	833356	835098	"ATPase ExPression"	""	""	
"RPA135"	"YPR010C"	577585	581196	"RNA Polymerase A"	""	DNA-DIRECTED-RNA-POLYMERASE-RXN	
"HRT1"	"YOL133W"	70325	70690	"High level expression Reduces Ty3 transposition"	""	""	
"REC107"	"YJR021C"	468555	469579	"RECombination"	""	""	
"SLM3"	"YDL033C"	392659	393912	"tRNA-5-carboxymethylaminomethyluridine 2-sulfurtransferase"	"tRNA-uridine 2-thiolation (yeast mitochondria)"	RXN-18706	
"ARO2"	"YGL148W"	226399	227529	"chorismate synthase"	"superpathway of chorismate metabolism" // "superpathway of phenylalanine, tyrosine and tryptophan biosynthesis" // "chorismate biosynthesis"	CHORISMATE-SYNTHASE-RXN	
"DDR2"	"YOL052C-A"	231570	231755	"DNA Damage Responsive"	""	""	
"HPA3"	"YEL066W"	26667	27206	"Histone and other Protein Acetyltransferase"	""	""	
"RAD2"	"YGR258C"	1007671	1010766	"RADiation sensitive"	""	""	
"YCT1"	"YLL055W"	30109	31704	"Yeast Cysteine Transporter"	""	""	
"ATG21"	"YPL100W"	361872	363362	"AuTophaGy related"	""	""	
"FDH1"	"YOR388C"	1071793	1072923	"formate dehydrogenases"	"formaldehyde oxidation II (glutathione-dependent)" // "formate oxidation to CO<sub>2</sub>"	1.2.1.2-RXN	
"HIS7"	"YBR248C"	714807	716465	"imidazoleglycerol phosphate synthase"	"citrulline biosynthesis" // "glutamine degradation I" // "histidine biosynthesis"	GLUTAMIDOTRANS-RXN // GLUTAMIN-RXN // RXN-17900	
"AIM33"	"YML087C"	94431	95369	"Altered Inheritance rate of Mitochondria"	""	""	
"CCT3"	"YJL014W"	407558	409162	"Chaperonin Containing TCP-1"	""	""	
"SSE2"	"YBR169C"	573915	575996	"SSE2"	""	""	
"RRP17"	"YDR412W"	1294693	1295400	"Ribosomal RNA Processing"	""	""	
"THO2"	"YNL139C"	360924	365717	"suppressor of the Transcriptional defect of Hpr1 by Overexpression"	""	""	
"YKT6"	"YKL196C"	74932	75534	"YKT6"	""	""	
"SUA5"	"YGL169W"	186059	187339	"Suppressor of Upstream AUG"	""	""	
"CDA2"	"YLR308W"	747937	748875	"chitin deacetylase 2"	"chitosan biosynthesis" // "chitin degradation to ethanol"	CHITIN-DEACETYLASE-RXN	
"MTR10"	"YOR160W"	633839	636757	"Mrna TRansport defective"	""	""	
"ULI1"	"YFR026C"	205748	206257	"Upr-L-Inducible gene"	""	""	
"WHI4"	"YDL224C"	54397	56346	"WHIskey"	""	""	
"SAS3"	"YBL052C"	119379	121874	"Something About Silencing"	""	HISTONE-ACETYLTRANSFERASE-RXN	
"CDC12"	"YHR107C"	326813	328036	"Cell Division Cycle"	""	""	
"KAP95"	"YLR347C"	823828	826413	"KAryoPherin"	""	""	
"RRP1"	"YDR087C"	617470	618306	"Ribosomal RNA Processing"	""	""	
"TRM732"	"YMR259C"	784621	788883	"Transfer RNA Methyltransferase"	""	""	
"ACM1"	"YPL267W"	38169	38798	"APC/C[Cdh1] Modulator"	""	""	
"SKM1"	"YOL113W"	104326	106293	"STE20/PAK homologous Kinase related to Morphogenesis"	""	PROTEIN-KINASE-RXN	
"OPT1"	"YJL212C"	33850	36249	"OligoPeptide Transporter"	""	""	
"APC11"	"YDL008W"	433497	433994	"Anaphase Promoting Complex"	""	""	
"FAB1"	"YFR019W"	184502	191338	"1-phosphatidylinositol-3-phosphate 5-kinase"	"phosphatidylinositol phosphate biosynthesis" // "3-phosphoinositide biosynthesis"	2.7.1.150-RXN	
"YAP7"	"YOL028C"	270633	271370	"Yeast AP-1"	""	""	
"IES6"	"YEL044W"	69757	70257	"Ino Eighty Subunit"	""	""	
"PHO81"	"YGR233C"	954674	958210	"PHOsphate metabolism"	""	""	
"RIX7"	"YLL034C"	70633	73146	"RIbosome eXport"	""	""	
"RPL21B"	"YPL079W"	406636	407539	"Ribosomal Protein of the Large subunit"	""	""	
"DFR1"	"YOR236W"	780906	781541	"dihydrofolate reductase"	"superpathway of tetrahydrofolate biosynthesis and salvage" // "superpathway of tetrahydrofolate biosynthesis" // "folate interconversions" // "tetrahydrofolate biosynthesis" // "dTMP <i>de novo</i> biosynthesis (mitochondrial)"	DIHYDROFOLATEREDUCT-RXN	
"PHO3"	"YBR092C"	427698	429101	"acid phosphatase"	"superpathway of thiamin diphosphate biosynthesis III (eukaryotes)" // "thiamin diphosphate biosynthesis IV (eukaryotes)" // "phosphate acquisition"	"acid phosphatase" // ACID-PHOSPHATASE-RXN // RXN-8748	
"PIF1"	"YML061C"	148953	151532	"Petite Integration Frequency"	""	""	
"YVH1"	"YIR026C"	404873	405967	"Yeast vaccinia virus VH1 Homolog"	""	PROTEIN-TYROSINE-PHOSPHATASE-RXN	
"RTC2"	"YBR147W"	536575	537465	"Restriction of Telomere Capping"	""	""	
"UBA2"	"YDR390C"	1254937	1256847	"UBiquitin Activating"	""	""	
"DMA2"	"YNL116W"	408341	409909	"Defective in Mitotic Arrest"	""	""	
"ZRT3"	"YKL175W"	118793	120304	"ZRT3"	""	""	
"RRT6"	"YGL146C"	228751	229686	"Regulator of rDNA Transcription"	""	""	
"NMT1"	"YLR195C"	541937	543304	"N-myristoyl transferase"	""	2.3.1.97-RXN	
"SIA1"	"YOR137C"	581813	583681	"SIA1"	""	""	
"YPI1"	"YFR003C"	152657	153124	"Yeast Phosphatase Inhibitor"	""	""	
"MRPL11"	"YDL202W"	98475	99224	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"PET9"	"YBL030C"	163041	163997	"PETite colonies"	""	""	
"IPI1"	"YHR085W"	276764	277768	"Involved in Processing ITS2"	""	""	
"SFH1"	"YLR321C"	776584	777864	"Snf Five Homolog"	""	""	
"DOA4"	"YDR069C"	584939	587719	"Degradation Of Alpha"	""	3.4.19.12-RXN	
"RNH1"	"YMR234W"	740266	741312	"RNase H"	""	""	
"HUT1"	"YPL244C"	87014	88033	"Homolog of UDP-galactose Transporter"	""	""	
"SPO21"	"YOL091W"	145334	147163	"SPOrulation"	""	""	
"RPL39"	"YJL189W"	75933	76474	"Ribosomal Protein of the Large subunit"	""	""	
"RDS1"	"YCR106W"	310958	313456	"Regulator of Drug Sensitivity"	""	""	
"ARG5,6"	"YER069W"	295410	298001	YER069W-MONOMER	"arginine biosynthesis"	N-ACETYLGLUTPREDUCT-RXN // ACETYLGLUTKIN-RXN	
"COQ10"	"YOL008W"	310312	310935	"COenzyme Q"	""	""	
"EAF5"	"YEL018W"	121471	122310	"Esa1p-Associated Factor"	""	""	
"RTA1"	"YGR213C"	918512	919465	"Resistance To 7-Aminocholesterol"	""	""	
"PUF3"	"YLL013C"	122075	124714	"PUmilio-homology domain Family"	""	""	
"MNN9"	"YPL050C"	460779	461966	"MaNNosyltransferase"	""	""	
"GCY1"	"YOR120W"	551114	552052	"aldo/keto reductases"	""	""	
"COR1"	"YBL045C"	134143	135516	"ubiquinol-cytochrome c reductase core subunit"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	1.10.2.2-RXN	
"CGI121"	"YML036W"	205642	206293	"CGI121"	""	""	
"AIM21"	"YIR003W"	360885	362924	"Altered Inheritance rate of Mitochondria"	""	""	
"PTC4"	"YBR125C"	487199	488380	"Phosphatase Two C"	""	3.1.3.16-RXN	
"CTS2"	"YDR371W"	1219413	1220948	"ChiTinaSe"	""	"<i>N,N'</i>-diacetylchitobiose synthase" // 3.2.1.14-RXN	
"YNL092W"	"YNL092W"	450871	452073	"YNL092W"	""	""	
"SRP102"	"YKL154W"	161601	162335	"Signal Recognition Particle"	""	""	
"SCS3"	"YGL126W"	270997	272139	"Suppressor of Choline Sensitivity"	""	""	
"COX12"	"YLR038C"	224921	225172	"cytochrome c oxidase subunit VIb"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	CYTOCHROME-C-OXIDASE-RXN	
"CEX1"	"YOR112W"	531508	533793	"Cytoplasmic EXport protein"	""	""	
"GAT1"	"YFL021W"	95966	97498	"GAT1"	""	""	
"INH1"	"YDL181W"	135179	135436	"INHibitor (of F1F0-ATPase)"	""	""	
"SLA1"	"YBL007C"	212632	216366	"Synthetic Lethal with ABP1"	""	""	
"GIC1"	"YHR061C"	221534	222478	"GTPase Interactive Component"	""	""	
"GCD7"	"YLR291C"	718317	719462	"General Control Nonderepressible"	""	""	
"RPC11"	"YDR045C"	547978	548310	"RNA Polymerase C"	""	DNA-DIRECTED-RNA-POLYMERASE-RXN	
"GAS3"	"YMR215W"	696796	698370	"Glycophospholipid-Anchored Surface protein"	""	""	
"GRE1"	"YPL223C"	128632	129138	"Genes de Respuesta a Estres (spanish for stress responsive genes)"	""	""	
"NUF2"	"YOL069W"	198942	200297	"NUclear Filament-containing protein"	""	""	
"TPK1"	"YJL164C"	109966	111159	"Takashi's Protein Kinase"	""	2.7.12.1-RXN	
"PAT1"	"YCR077C"	250238	252628	"Protein Associated with Topoisomerase II"	""	""	
"GDA1"	"YEL042W"	73771	75327	"guanosine diphosphatase of Golgi membrane"	""	GUANOSINE-DIPHOSPHATASE-RXN	
"YNR073C"	"YNR073C"	774792	776300	"YNR073C"	""	""	
"YDR379C-A"	"YDR379C-A"	1233278	1233517	"YDR379C-A"	""	""	
"TFG1"	"YGR186W"	867774	869981	"Transcription Factor G"	""	PROTEIN-KINASE-RXN	
"SFT1"	"YKL006C-A"	430198	430632	"Suppressor of Sed5 Ts"	""	""	
"SUV3"	"YPL029W"	495506	497719	"SUppressor of Var1"	""	""	
"RIB2"	"YOL066C"	202696	204471	"DRAP deaminase"	"flavin biosynthesis III (fungi)"	"2,5-diamino-6-(5-phosphoribitylamino)pyrimidin-4(3H)-one deaminase"	
"COX1"	"Q0045"	13818	26701	"cytochrome c oxidase subunit I"	"aerobic respiration (cytochrome c)" // "aerobic respiration (linear view)"	CYTOCHROME-C-OXIDASE-RXN	
"UBX2"	"YML013W"	244149	245903	"UBiquitin regulatory X"	""	""	
"SLN1"	"YIL147C"	69791	73453	"Synthetic Lethal of N-end rule"	""	2.7.13.3-RXN	
"SIF2"	"YBR103W"	447709	449316	"Sir4p-Interacting Factor"	""	""	
"PAL1"	"YDR348C"	1170326	1171825	"Pears And Lemons"	""	""	
"IMP4"	"YNL075W"	485607	486479	"Interacting with Mpp10p"	""	""	
"RRN3"	"YKL125W"	208247	210130	"Regulation of RNA polymerase I"	""	""	
"VPS73"	"YGL104C"	308713	310173	"Vacuolar Protein Sorting"	""	""	
"TRP3"	"YKL211C"	36699	38153	"TRyPtophan requiring"	"superpathway of phenylalanine, tyrosine and tryptophan biosynthesis" // "tryptophan biosynthesis"	ANTHRANSYN-RXN	
"YVC1"	"YOR087W"	487707	489734	"Yeast Vacuolar Conductance"	""	""	
"ACT1"	"YFL039C"	53260	54696	"ACTin"	""	""	
"SAS10"	"YDL153C"	181186	183018	"Something About Silencing"	""	""	
"YAR029W"	"YAR029W"	186321	186545	"YAR029W"	""	""	
"BRL1"	"YHR036W"	180345	181760	"BRr6 Like protein"	""	""	
"NEJ1"	"YLR265C"	674427	675455	"Nonhomologous End-Joining defective"	""	""	
"TPK2"	"YPL203W"	166256	167398	"Takashi's Protein Kinase"	""	2.7.12.1-RXN	
"MRPL24"	"YMR193W"	650036	650812	"Mitochondrial Ribosomal Protein, Large subunit"	""	""	
"RPB4"	"YJL140W"	150961	151626	"RNA Polymerase B"	""	DNA-DIRECTED-RNA-POLYMERASE-RXN	
"IMG1"	"YCR046C"	209914	210423	"Integrity of Mitochondrial Genome"	""	""	
"GPI17"	"YDR434W"	1331237	1332841	"Glycosyl Phosphatidyl Inositol 17"	""	""	
"FPK1"	"YNR047W"	708523	711204	"FliPase Kinase 1"	""	PROTEIN-KINASE-RXN	
"KRE28"	"YDR532C"	1499396	1500553	"KRE28"	""	""	
"NSR1"	"YGR159C"	806412	807656	"NSR1"	""	""	
"SRL3"	"YKR091W"	611525	612265	"Suppressor of rad53 Lethality"	""	""	
"CHL1"	"YPL008W"	539385	541970	"CHromosome Loss"	""	""	
"ACC1"	"YNR016C"	654673	661374	"acetyl-CoA carboxylase subunit"	"biotin-carboxyl carrier protein assembly"	BIOTIN-CARBOXYL-RXN // ACETYL-COA-CARBOXYLTRANSFER-RXN	
"AEP3"	"YPL005W"	548486	550306	"ATPase ExPression"	""	""	
"CCW14"	"YLR390W-A"	903724	904440	"Covalently linked Cell Wall protein"	""	""	
"STH1"	"YIL126W"	117992	122071	"SNF Two Homolog"	""	""	
"RPG1"	"YBR079C"	395383	398277	"RPG1"	""	""	
"UTP4"	"YDR324C"	1114433	1116763	"U Three Protein"	""	""	
"POR1"	"YNL055C"	517994	518845	"PORin"	""	""	
