"Gene.Name"	"Accession.1"	"gene_standard_name"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"ec"	"reaction_biocyc"
"POM152"	"YMR129W"	"YMR129W"	527804	531817	"POre Membrane"	NA	NA	NA
"YBR085C-A"	"YBR085C-A"	"YBR085C-A"	418907	419164	"Unknown"	NA	NA	NA
"POL1"	"YNL102W"	"YNL102W"	430087	434493	"POLymerase"	NA	NA	"a 2'-deoxyribonucleoside 5'-triphosphate + (deoxynucleotides)(n) => (deoxynucleotides)(n+1) + diphosphate"
"EMC1"	"YCL045C"	"YCL045C"	44623	46905	"ER Membrane protein Complex"	NA	NA	NA
"YKR041W"	"YKR041W"	"YKR041W"	518198	518950	"Unknown"	NA	NA	NA
"MRM2"	"YGL136C"	"YGL136C"	252897	253859	"Mitochondrial rRNA Methyl transferase"	NA	NA	NA
"RFA2"	"YNL312W"	"YNL312W"	48287	49216	"Replication Factor A"	NA	NA	NA
"YBR071W"	"YBR071W"	"YBR071W"	380411	381046	"Unknown"	NA	NA	NA
"UBP2"	"YOR124C"	"YOR124C"	554824	558642	"UBiquitin-specific Protease"	NA	"3.4.19.12"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"
"YGR093W"	"YGR093W"	"YGR093W"	670388	671911	"Debranching enzyme-associated RiboNuclease"	NA	NA	NA
"YKL050C"	"YKL050C"	"YKL050C"	342852	345620	"Unknown"	NA	NA	NA
"NUS1"	"YDL193W"	"YDL193W"	114672	115799	"dehydrodolichyl diphosphate syntase NUS1 subunit"	"dolichol and dolichyl phosphate biosynthesis"	NA	"(2E,6E)-farnesyl diphosphate + 13 isopentenyl diphosphate => di-trans, poly-cis-polyprenyl diphosphate (C80) + 13 diphosphate"
"RPA190"	"YOR341W"	"YOR341W"	960987	965981	"RNA Polymerase A"	NA	NA	"a nucleoside triphosphate + RNA(n) = RNA(n+1) + diphosphate"
"YAL063C-A"	"YAL063C-A"	"YAL063C-A"	22395	22685	"Unknown"	NA	NA	NA
"PTC7"	"YHR076W"	"YHR076W"	251101	252225	"Phosphatase type Two C"	NA	"3.1.3.16"	"a [protein] (L-serine/L-threonine) phosphate + H2O => a [protein]-(L-serine/L-threonine) + phosphate"
"VHR1"	"YIL056W"	"YIL056W"	249991	251913	"VHt1 Regulator"	NA	NA	NA
"YJR146W"	"YJR146W"	"YJR146W"	703885	704238	"Unknown"	NA	NA	NA
"MAK21"	"YDR060W"	"YDR060W"	570649	573726	"MAintenance of Killer"	NA	NA	NA
"DIN7"	"YDR263C"	"YDR263C"	994242	995534	"DNA Damage INducible"	NA	NA	NA
"ADE16"	"ADE16"	"YLR028C"	199540	201315	"ADE16 monomer"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // inosine-5'-phosphate biosynthesis II"	NA	"5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide => IMP + H2O;an N10-formyl-tetrahydrofolate + 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide => a tetrahydrofolate + 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide"
"ENV7"	"YPL236C"	"YPL236C"	101608	102702	"late ENdosome and Vacuole interface function"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"NUT2"	"YPR168W"	"YPR168W"	878076	878549	"Negative regulation of URS Two"	NA	NA	NA
"YJR012C"	"YJR012C"	"YJR012C"	459795	460418	"Unknown"	NA	NA	NA
"PFD1"	"YJL179W"	"YJL179W"	88787	89116	"PreFolDin"	NA	NA	NA
"IXR1"	"YKL032C"	"YKL032C"	380065	381858	"Intrastrand cross (X)-link Recognition"	NA	NA	NA
"RNR1"	"RNR1"	"YER070W"	298950	301616	"ribonucleoside-diphosphate reductase, large subunit R1"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I // superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides biosynthesis from CTP"	NA	"a ribonucleoside diphosphate + a reduced thioredoxin => a 2'-deoxyribonucleoside 5'-diphosphate + an oxidized thioredoxin + H2O;ADP + a reduced thioredoxin => dADP + an oxidized thioredoxin + H2O;CDP + a reduced thioredoxin => dCDP + an oxidized thioredoxin + H2O;GDP + a reduced thioredoxin => dGDP + an oxidized thioredoxin + H2O;UDP + a reduced thioredoxin => dUDP + an oxidized thioredoxin + H2O"
"MXR1"	"MXR1"	"YER042W"	234937	235491	"peptide methionine sulfoxide reductase"	NA	"1.8.4.12 "	"a [protein]-L-methionine + an oxidized thioredoxin + H2O = a protein-L-methionine-(R)-S-oxide + a reduced thioredoxin;a [protein]-L-methionine + an oxidized thioredoxin + H2O = a protein-L-methionine-(S)-S-oxide + a reduced thioredoxin"
"BET4"	"BET4"	"YJL031C"	386368	387438	"protein geranylgeranyl transferase type II, alpha subunit"	NA	NA	"geranylgeranyl diphosphate + a [protein]-L-cysteine = a [protein]-S-geranylgeranyl-L-cysteine + diphosphate"
"YJL055W"	"YJL055W"	"YJL055W"	333357	334094	"Unknown"	NA	NA	NA
"MIT1"	"YEL007W"	"YEL007W"	141892	143892	"Muc1 expressed Independent of TEC1"	NA	NA	NA
"LSM5"	"YER146W"	"YER146W"	462585	462866	"Like SM"	NA	NA	NA
"YPR170W-B"	"YPR170W-B"	"YPR170W-B"	883239	883595	"Unknown"	NA	NA	NA
"SPO75"	"YLL005C"	"YLL005C"	137940	140546	"SPOrulation"	NA	NA	NA
"GRX4"	"YER174C"	"YER174C"	538434	539168	"GlutaRedoXin // oxidized glutaredoxin 4"	"glutathione-glutaredoxin redox reactions // glutathione-glutaredoxin system"	NA	NA
"YIR024C"	"YIR024C"	"YIR024C"	402841	403491	"Unknown"	NA	NA	NA
"ALG8"	"ALG8"	"YOR067C"	451729	453462	"(glucosyl)-(mannosyl)<sub>9</sub>-(<i>N</i>-acetylglucosaminyl)<sub>2</sub>-diphosphodolichol glucosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	NA	"alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-glucosyl phosphate => alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"
"PEP3"	"YLR148W"	"YLR148W"	434641	437397	"carboxyPEPtidase Y-deficient"	NA	NA	NA
"YPR078C"	"YPR078C"	"YPR078C"	697147	698265	"Unknown"	NA	NA	NA
"RPS18B"	"YML026C"	"YML026C"	222987	223828	"Ribosomal Protein of the Small subunit"	NA	NA	NA
"SPG4"	"YMR107W"	"YMR107W"	483014	483361	"Stationary Phase Gene"	NA	NA	NA
"YIL060W"	"YIL060W"	"YIL060W"	246392	246826	"Unknown"	NA	NA	NA
"RAD16"	"YBR114W"	"YBR114W"	467248	469620	"RADiation sensitive"	NA	NA	NA
"DCC1"	"YCL016C"	"YCL016C"	94621	95763	"Defective in sister Chromatid Cohesion"	NA	NA	NA
"YPL199C"	"YPL199C"	"YPL199C"	172033	172755	"Unknown"	NA	NA	NA
"END3"	"YNL084C"	"YNL084C"	470053	471102	"ENDocytosis defective"	NA	NA	NA
"MSB3"	"YNL293W"	"YNL293W"	80640	82541	"Multicopy Suppressor of Bud Emergence"	NA	NA	NA
"YHR022C-A"	"YHR022C-A"	"YHR022C-A"	151217	151306	"Unknown"	NA	NA	NA
"CDC20"	"YGL116W"	"YGL116W"	289809	291641	"Cell Division Cycle"	NA	NA	NA
"SMD1"	"YGR074W"	"YGR074W"	635712	636152	"snRNA Sm binding site protein D1"	NA	NA	NA
"YPL034W"	"YPL034W"	"YPL034W"	486712	487209	"Unknown"	NA	NA	NA
"KTR1"	"YOR099W"	"YOR099W"	511825	513006	"&alpha;-1,2 mannosyltransferase KTR1"	"protein <I>O</i>-mannosylation I (yeast)"	NA	"GDP-alpha-D-mannose + a [protein]-O-D-mannosyl-(L-serine/L-threonine) => an alpha-D-Man-(1->2)-alpha-D-Man-3-O-(Ser/Thr)-[protein] + GDP + H+"
"HSH49"	"YOR319W"	"YOR319W"	912822	913463	"Human Sap Homolog"	NA	NA	NA
"YPT35"	"YHR105W"	"YHR105W"	324766	325410	"Unknown"	NA	NA	NA
"FAP7"	"YDL166C"	"YDL166C"	163449	164042	"Factor Activating Pos9"	NA	NA	NA
"CKA1"	"YIL035C"	"YIL035C"	287790	288908	"Casein Kinase Alpha subunit"	NA	NA	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"
"YOL159C-A"	"YOL159C-A"	"YOL159C-A"	15233	15505	"Unknown"	NA	NA	NA
"CIC1"	"YHR052W"	"YHR052W"	210848	211978	"Core Interacting Component"	NA	NA	NA
"SEC26"	"YDR238C"	"YDR238C"	937895	940816	"SECretory"	NA	NA	NA
"YHL018W"	"YHL018W"	"YHL018W"	69708	70070	"Unknown"	NA	NA	"4alpha-hydroxy-tetrahydrobiopterin = 7,8-dihydrobiopterin + H2O;a 10-formyltetrahydrofolate-4a-carbinolamine = an N10-formyldihydrofolate + H2O"
"EHD3"	"YDR036C"	"YDR036C"	523211	524713	"EHD3"	NA	NA	NA
"RRP15"	"YPR143W"	"YPR143W"	818323	819075	"Ribosomal RNA Processing"	NA	NA	NA
"YOR262W"	"YOR262W"	"YOR262W"	817292	818335	"Unknown"	NA	NA	NA
"CBP3"	"YPL215W"	"YPL215W"	147416	148423	"Cytochrome B mRNA Processing"	NA	NA	NA
"CAP1"	"YKL007W"	"YKL007W"	429302	430108	"CAPping"	NA	NA	NA
"YGL041C-B"	"YGL041C-B"	"YGL041C-B"	418704	418886	"Unknown"	NA	NA	NA
"VPS35"	"YJL154C"	"YJL154C"	131101	133935	"Vacuolar Protein Sorting"	NA	NA	NA
"POT1"	"POT1"	"YIL160C"	40191	41444	"3-oxoacyl CoA thiolase"	"10-<i>cis</i>-heptadecenoyl-CoA degradation // 10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent) // 10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent) // 9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent) // fatty acid oxidation (non-cyclic) // fatty acid &beta;-oxidation (peroxisome)"	" 2.3.1.155 "	"2-methylacetoacetyl-CoA + coenzyme A = propanoyl-CoA + acetyl-CoA;3-oxo-4-pregnene-20-carboxyl-CoA + acetyl-CoA = 3,22-dioxochol-4-en-24-oyl-CoA + coenzyme A;4-hydroxybenzoyl-CoA + acetyl-CoA = 4-hydroxybenzoyl-acetyl-CoA + coenzyme A;4-trans-3-oxo-undecenoyl-CoA + coenzyme A => 2-trans-nonenoyl-CoA + acetyl-CoA;5-cis, 7-trans-3-oxo-tetradecadienoyl-CoA + coenzyme A => 3-cis, 5-trans-dodecadienoyl-CoA + acetyl-CoA;5-trans-3-oxo-dodecenoyl-CoA + coenzyme A => 3-trans-decenoyl-CoA + acetyl-CoA;6-cis, 3-oxo-tridecenoyl-CoA + coenzyme A => 4-cis-undecenoyl-CoA + acetyl-CoA;6-trans-3-oxo-tridecenoyl-CoA + coenzyme A => 4-trans-undecenoyl-CoA + acetyl-CoA;a 3-oxoacyl-CoA + coenzyme A => a 2,3,4-saturated fatty acyl CoA + acetyl-CoA;jasmonoyl-CoA + acetyl-CoA = OPC4-3-ketoacyl-CoA + coenzyme A;OPC4-CoA + acetyl-CoA = OPC6-3-ketoacyl-CoA + coenzyme A;OPC6-CoA + acetyl-CoA = OPC8-3-ketoacyl-CoA + coenzyme A;trans-2,3-dehydroadipyl-coA + acetyl-CoA = 3-oxo-5,6-didehydrosuberyl-CoA + coenzyme A"
"YOR012W"	"YOR012W"	"YOR012W"	356543	356956	"Unknown"	NA	NA	NA
"QCR7"	"QCR7"	"YDR529C"	1496165	1496548	"ubiquinol cytochrome C reductase subunit 7"	"aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"1.10.2.2"	"2 an oxidized c-type cytochrome[out] + an ubiquinol[membrane] => 2 a reduced c-type cytochrome[out] + a ubiquinone[membrane] + 2 H+[out]"
"NSA2"	"YER126C"	"YER126C"	413394	414179	"Nop Seven Associated"	NA	NA	NA
"YGR079W"	"YGR079W"	"YGR079W"	640720	641832	"Unknown"	NA	NA	NA
"STF1"	"YDL130W-A"	"YDL130W-A"	229171	229431	"STabilizing Factor"	NA	NA	NA
"YPS3"	"YLR121C"	"YLR121C"	388744	390270	"YaPSin"	NA	NA	NA
"YNL042W-B"	"YNL042W-B"	"YNL042W-B"	547113	547370	"Unknown"	NA	NA	NA
"SIR1"	"YKR101W"	"YKR101W"	640540	642504	"Silent Information Regulator"	NA	NA	NA
"ISF1"	"YMR081C"	"YMR081C"	430079	431095	"Increasing Suppression Factor"	NA	NA	NA
"YGL235W"	"YGL235W"	"YGL235W"	55279	55815	"Unknown"	NA	NA	NA
"PLB3"	"PLB3"	"YOL011W"	305349	307409	"phospholipase B"	NA	NA	"a 1-acyl-sn-glycero-3-phosphocholine + H2O => a carboxylate + sn-glycero-3-phosphocholine + H+"
"YBL113C"	"YBL113C"	"YBL113C"	280	2658	"YBL113C"	NA	NA	NA
"YNR014W"	"YNR014W"	"YNR014W"	652465	653103	"Unknown"	NA	NA	NA
"TYW2"	"YML005W"	"YML005W"	260221	261609	"tRNA wybutosine-synthesizing protein 2"	"wybutosine biosynthesis // 7-(3-amino-3-carboxypropyl)-wyosine biosynthesis"	NA	"S-adenosyl-L-methionine + 4-demethylwyosine37 in tRNAPhe => S-methyl-5'-thioadenosine + 7-[(3S)-3-amino-3-carboxypropyl]-4-demethylwyosine37 in tRNAPhe + H+"
"BNI1"	"YNL271C"	"YNL271C"	129522	135383	"Bud Neck Involved"	NA	NA	NA
"YFR032C-B"	"YFR032C-B"	"YFR032C-B"	223710	223973	"Unknown"	NA	NA	NA
"TIM12"	"YBR091C"	"YBR091C"	427155	427484	"Translocase of the Inner Membrane"	NA	NA	NA
"UFD1"	"YGR048W"	"YGR048W"	589826	590911	"Ubiquitin Fusion Degradation protein"	NA	NA	NA
"YNL134C"	"YNL134C"	"YNL134C"	372451	373581	"NADH-aldehyde reductase / NADPH-EDHMF reductase"	"homofuraneol biosynthesis"	NA	"(2E)-2-ethylidene-4-hydroxy-5-methyl-3(2H)-furanone + NADPH => homofuraneol + NADP+;furfural + NADH + H+ => furfuryl alcohol + NAD+"
"RPL9B"	"YNL067W"	"YNL067W"	499681	500256	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"TIM18"	"YOR297C"	"YOR297C"	874743	875321	"Translocase of the Inner Mitochondrial membrane"	NA	NA	NA
"YER188C-A"	"YER188C-A"	"YER188C-A"	569608	569907	"Unknown"	NA	NA	NA
"VPS45"	"YGL095C"	"YGL095C"	328874	330607	"Vacuolar Protein Sorting"	NA	NA	NA
"PDR11"	"YIL013C"	"YIL013C"	328207	332442	"Pleiotropic Drug Resistance"	NA	NA	NA
"YMR247W-A"	"YMR247W-A"	"YMR247W-A"	769283	769426	"Unknown"	NA	NA	NA
"BUD21"	"YOR078W"	"YOR078W"	472725	473369	"BUD site selection"	NA	NA	NA
"AHA1"	"YDR214W"	"YDR214W"	892875	893927	"Activator of Heat shock protein 90 ATPase"	NA	NA	NA
"YER085C"	"YER085C"	"YER085C"	327619	328140	"Unknown"	NA	NA	NA
"CCT4"	"YDL143W"	"YDL143W"	199996	201582	"Chaperonin Containing TCP-1"	NA	NA	NA
"THI22"	"YPR121W"	"YPR121W"	778583	780301	"THIamine metabolism"	NA	NA	NA
"YMR316C-A"	"YMR316C-A"	"YMR316C-A"	905662	905973	"Unknown"	NA	NA	NA
"VMA16"	"YHR026W"	"YHR026W"	160844	161485	"Vacuolar Membrane Atpase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	NA	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"
"MGM101"	"YJR144W"	"YJR144W"	700882	701691	"Mitochondrial Genome Maintenance"	NA	NA	NA
"YDL007C-A"	"YDL007C-A"	"YDL007C-A"	436567	436824	"Unknown"	NA	NA	NA
"DDC1"	"YPL194W"	"YPL194W"	179277	181115	"DNA Damage Checkpoint"	NA	NA	NA
"INP51"	"INP51"	"YIL002C"	350591	353431	"phosphatidylinositol 4,5-bisphosphate 5-phosphatase"	"phosphatidylinositol phosphate biosynthesis"	" 3.1.3.56"	"a 1-phosphatidyl-1D-myo-inositol 4,5-bisphosphate + H2O => a 1-phosphatidyl-1D-myo-inositol 4-phosphate + phosphate;D-myo-inositol (1,4,5)-trisphosphate + H2O => D-myo-inositol (1,4)-bisphosphate + phosphate"
"YMR147W"	"YMR147W"	"YMR147W"	559199	559870	"Unknown"	NA	NA	NA
"SPT10"	"YJL127C"	"YJL127C"	182298	184220	"SuPpressor of Ty"	NA	NA	NA
"GLE2"	"YER107C"	"YER107C"	373448	374545	"GLFG LEthal"	NA	NA	NA
"YDR476C"	"YDR476C"	"YDR476C"	1410453	1411127	"Unknown"	NA	NA	NA
"CPR5"	"CPR5"	"YDR304C"	1071880	1072557	"cyclophilin D"	NA	NA	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"
"CHA4"	"YLR098C"	"YLR098C"	337527	339473	"Catabolism of Hydroxy Amino acids"	NA	NA	NA
"YML096W"	"YML096W"	"YML096W"	79909	81486	"Unknown"	NA	NA	NA
"GRH1"	"YDR517W"	"YDR517W"	1477239	1478357	"GRasp65 (Golgi reassembly stacking protein of 65kD) Homolog"	NA	NA	NA
"KAR5"	"YMR065W"	"YMR065W"	399702	401216	"KARyogamy"	NA	NA	NA
"YDR239C"	"YDR239C"	"YDR239C"	941057	943420	"Unknown"	NA	NA	NA
"HBS1"	"YKR084C"	"YKR084C"	597055	598890	"Hsp70 subfamily B Suppressor"	NA	NA	NA
"DUG2"	"YBR281C"	"YBR281C"	764970	767606	"Deficient in Utilization of Glutathione"	"glutathione degradation (DUG pathway)"	NA	"glutathione + H2O => L-cysteinyl-glycine + L-glutamate"
"YLR412C-A"	"YLR412C-A"	"YLR412C-A"	950267	950473	"Unknown"	NA	NA	NA
"PIK1"	"PIK1"	"YNL267W"	140878	144078	"phosphatidylinositol 4-kinase"	"D-<i>myo</i>-inositol (1,4,5)-trisphosphate biosynthesis // phosphatidylinositol phosphate biosynthesis // 3-phosphoinositide biosynthesis"	NA	"an L-1-phosphatidyl-inositol + ATP => a 1-phosphatidyl-1D-myo-inositol 4-phosphate + ADP + H+"
"MRPL17"	"YNL252C"	"YNL252C"	171441	172286	"Mitochondrial Ribosomal Protein, Large subunit"	NA	NA	NA
"YLR415C"	"YLR415C"	"YLR415C"	954259	954597	"Unknown"	NA	NA	NA
"NBP1"	"YLR457C"	"YLR457C"	1055812	1056771	"Nap1 Binding Protein"	NA	NA	NA
"MSB2"	"YGR014W"	"YGR014W"	516943	520863	"Multicopy Suppressor of a Budding defect"	NA	NA	NA
"YDL057W"	"YDL057W"	"YDL057W"	351434	352420	"Unknown"	NA	NA	NA
"TAT1"	"YBR069C"	"YBR069C"	376574	378433	"Tyrosine and tryptophan Amino acid Transporter"	NA	NA	NA
"FSF1"	"YOR271C"	"YOR271C"	831059	832042	"Fungal SideroFlexin 1"	NA	NA	NA
"SSP120"	"YLR250W"	"YLR250W"	640317	641021	"Unknown"	NA	NA	NA
"COG6"	"YNL041C"	"YNL041C"	549468	551987	"Conserved Oligomeric Golgi complex"	NA	NA	NA
"YHR218W"	"YHR218W"	"YHR218W"	558014	559924	"YHR218W"	NA	NA	NA
"YCR051W"	"YCR051W"	"YCR051W"	214071	214739	"Unknown"	NA	NA	NA
"RPL7A"	"YGL076C"	"YGL076C"	364335	365996	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"NUP42"	"YDR192C"	"YDR192C"	843569	844861	"NUclear Pore"	NA	NA	NA
"YLR050C"	"YLR050C"	"YLR050C"	245587	246072	"Unknown"	NA	NA	NA
"NOB1"	"YOR056C"	"YOR056C"	430247	431626	"Nin1 (One) Binding protein"	NA	NA	NA
"RPL11A"	"YPR102C"	"YPR102C"	731224	731748	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"YBR298C-A"	"YBR298C-A"	"YBR298C-A"	805035	805256	"Unknown"	NA	NA	NA
"YDL124W"	"YDL124W"	"YDL124W"	240259	241197	"YDL124W"	NA	NA	NA
"RSM7"	"YJR113C"	"YJR113C"	638232	638975	"Ribosomal Small subunit of Mitochondria"	NA	NA	NA
"YKL065W-A"	"YKL065W-A"	"YKL065W-A"	315954	316175	"Unknown"	NA	NA	NA
"COS8"	"YHL048W"	"YHL048W"	6401	7546	"COnserved Sequence"	NA	NA	NA
"ERG7"	"ERG7"	"YHR072W"	239098	241293	"2,3-oxidosqualene-lanosterol cyclase"	"superpathway of ergosterol biosynthesis // lanosterol biosynthesis"	NA	"(3S)-2,3-epoxy-2,3-dihydrosqualene => lanosterol"
"YBR285W"	"YBR285W"	"YBR285W"	773922	774356	"Unknown"	NA	NA	NA
"SPT14"	"YPL175W"	"YPL175W"	218630	220088	"SuPpressor of Ty"	NA	"2.4.1.198"	"an L-1-phosphatidyl-inositol + UDP-N-acetyl-alpha-D-glucosamine = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + UDP + H+"
"AIM10"	"YER087W"	"YER087W"	330576	332306	"Altered Inheritance rate of Mitochondria"	"tRNA charging"	NA	"a tRNApro + L-proline + ATP => an L-prolyl-[tRNApro] + AMP + diphosphate"
"YKR015C"	"YKR015C"	"YKR015C"	466961	468667	"Unknown"	NA	NA	NA
"GSM1"	"YJL103C"	"YJL103C"	229025	230881	"Glucose Starvation Modulator"	NA	NA	NA
"GAL2"	"YLR081W"	"YLR081W"	290212	291936	"GALactose metabolism"	NA	NA	NA
"YBR056W"	"YBR056W"	"YBR056W"	347879	349384	"Unknown"	NA	NA	NA
"EKI1"	"EKI1"	"YDR147W"	751631	753235	"ethanolamine kinase"	"phospholipid biosynthesis II (Kennedy pathway) // phosphatidylethanolamine biosynthesis II"	NA	"ethanolamine + ATP => O-phosphoethanolamine + ADP + H+"
"YET2"	"YMR040W"	"YMR040W"	350381	350863	"Yeast Endoplasmic reticulum Transmembrane protein"	NA	NA	NA
"YKL027W"	"YKL027W"	"YKL027W"	387562	388905	"Unknown"	NA	NA	NA
"PUF6"	"YDR496C"	"YDR496C"	1441433	1443403	"PUmilio-homology domain Family"	NA	NA	NA
"TAE1"	"YBR261C"	"YBR261C"	734832	735530	"Translation Associated Element"	NA	NA	NA
"YAL067W-A"	"YAL067W-A"	"YAL067W-A"	2480	2707	"Unknown"	NA	NA	NA
"UTP30"	"YKR060W"	"YKR060W"	556518	557342	"U Three Protein"	NA	NA	NA
"CSL4"	"YNL232W"	"YNL232W"	214923	215801	"Cep1 Synthetic Lethal"	NA	NA	NA
"YJR129C"	"YJR129C"	"YJR129C"	664000	665019	"Unknown"	NA	NA	NA
"COX5A"	"COX5A"	"YNL052W"	531725	532186	"cytochrome c oxidase chain Va"	"aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	NA	"4 a reduced c-type cytochrome[out] + oxygen[in] + 8 H+[in] => 4 an oxidized c-type cytochrome[out] + 4 H+[out] + 2 H2O[in]"
"FZF1"	"YGL254W"	"YGL254W"	22304	23203	"Five Zinc Fingers"	NA	NA	NA
"CAB3"	"CAB3"	"YKL088W"	275283	276998	"phosphopantothenoylcysteine decarboxylase subunit"	"coenzyme A biosynthesis"	NA	"R-4'-phosphopantothenoyl-L-cysteine + H+ => 4'-phosphopantetheine + CO2"
"CNA1"	"YLR433C"	"YLR433C"	1004347	1006008	"CalciNeurin A"	NA	"3.1.3.16"	"a [protein] (L-serine/L-threonine) phosphate + H2O => a [protein]-(L-serine/L-threonine) + phosphate"
"TMA16"	"YOR252W"	"YOR252W"	803667	804203	"Translation Machinery Associated"	NA	NA	NA
"YJL225C"	"YJL225C"	"YJL225C"	466	6130	"Unknown"	NA	NA	NA
"SDS23"	"YGL056C"	"YGL056C"	396035	397618	"homolog of S. pombe SDS23"	NA	NA	NA
"LNP1"	"YHR192W"	"YHR192W"	486826	487662	"LuNaPark family member"	NA	NA	NA
"ARH1"	"ARH1"	"YDR376W"	1226822	1228303	"adrenodoxin oxidoreductase"	"superpathway of ubiquinol-6 biosynthesis // ubiquinol-6 biosynthesis from 4-aminobenzoate"	" 1.18.1.2"	"2 a reduced adrenodoxin + NADP+ + H+ = 2 an oxidized adrenodoxin + NADPH;2 a reduced ferredoxin [iron-sulfur] cluster[membrane] + NADP+[membrane] + H+[membrane] => 2 an oxidized ferredoxin [iron-sulfur] cluster[membrane] + NADPH[membrane]"
"TCM62"	"YBR044C"	"YBR044C"	324341	326059	"TriCarboxylic acid cycle Mutant"	NA	NA	NA
"SUP35"	"YDR172W"	"YDR172W"	808324	810381	"SUPpressor"	NA	NA	NA
"YJL028W"	"YJL028W"	"YJL028W"	391311	391646	"Unknown"	NA	NA	NA
"PUB1"	"YNL016W"	"YNL016W"	602907	604268	"PolyUridylate Binding"	NA	NA	NA
"OPY2"	"YPR075C"	"YPR075C"	695737	696819	"Overproduction-induced Pheromone-resistant Yeast"	NA	NA	NA
"YPR202W"	"YPR202W"	"YPR202W"	943032	943896	"Unknown"	NA	NA	NA
"EXO1"	"YOR033C"	"YOR033C"	392416	394524	"EXOnuclease"	NA	NA	NA
"BIR1"	"YJR089W"	"YJR089W"	587718	590582	"Baculoviral IAP Repeat-containing protein"	NA	NA	NA
"YIR014W"	"YIR014W"	"YIR014W"	381086	381814	"Unknown"	NA	NA	NA
"POL3"	"YDL102W"	"YDL102W"	276872	280165	"POLymerase"	NA	NA	"a 2'-deoxyribonucleoside 5'-triphosphate + (deoxynucleotides)(n) => (deoxynucleotides)(n+1) + diphosphate"
"GUT1"	"GUT1"	"YHL032C"	36379	38508	"glycerol kinase"	"glycerol degradation I"	NA	"glycerol + ATP => sn-glycerol 3-phosphate + ADP + H+"
"YPR027C"	"YPR027C"	"YPR027C"	620425	621258	"Unknown"	NA	NA	NA
"RIM101"	"YHL027W"	"YHL027W"	51111	52988	"Regulator of IME2"	NA	NA	NA
"HMF1"	"YER057C"	"YER057C"	270737	271126	"Homologous Mmf1p Factor"	NA	NA	NA
"SYG1"	"YIL047C"	"YIL047C"	265115	267823	"Unknown"	NA	NA	NA
"PRM4"	"YPL156C"	"YPL156C"	255913	256767	"Pheromone-Regulated Membrane protein"	NA	NA	NA
"RPL22A"	"YLR061W"	"YLR061W"	263194	263948	"Ribosomal Protein of the Large subunit"	NA	NA	NA
"YPL162C"	"YPL162C"	"YPL162C"	243206	244027	"Unknown"	NA	NA	NA
