"Gene.Name"	"Accession.1"	"Left.End.Position"	"Right.End.Position"	"Product"	"Pathways.of.gene"	"gene_standard_name"	"check"
"MIH1"	"YMR036C"	341856	343520	"Mitotic Inducer Homolog"	""	"YMR036C"	TRUE
"RIM1"	"YCR028C-A"	172950	173440	"Replication In Mitochondria"	""	"YCR028C-A"	TRUE
"YNL165W"	"YNL165W"	323832	325052	"Unknown"	""	"YNL165W"	TRUE
"MTC4"	"YBR255W"	724456	726540	"Maintenance of Telomere Capping"	""	"YBR255W"	TRUE
"HRD1"	"YOL013C"	301380	303035	"HMG-coA Reductase Degradation"	""	"YOL013C"	TRUE
"YFL042C"	"YFL042C"	45720	47744	"Unknown"	""	"YFL042C"	TRUE
"CNM67"	"YNL225C"	222724	224469	"Chaotic Nuclear Migration"	""	"YNL225C"	TRUE
"CCH1"	"YGR217W"	924696	930815	"CCH1"	""	"YGR217W"	TRUE
"YNL034W"	"YNL034W"	570477	572315	"Unknown"	""	"YNL034W"	TRUE
"ZIP2"	"YGL249W"	33098	35212	"ZIPping up meiotic chromosomes"	""	"YGL249W"	TRUE
"LCL1"	"YPL056C"	453430	453735	"Long Chronological Lifespan"	""	"YPL056C"	TRUE
"YER186C"	"YER186C"	561705	562625	"Unknown"	""	"YER186C"	TRUE
"ENV9"	"YOR246C"	795801	796793	"late ENdosome and Vacuole interface function"	""	"YOR246C"	TRUE
"RER2"	"RER2"	241708	242568	"dehydrodolichyl diphosphate syntase RER2 subunit"	"dolichol and dolichyl phosphate biosynthesis"	"YBR002C"	FALSE
"YML054C-A"	"YML054C-A"	167623	167781	"Unknown"	""	"YML054C-A"	TRUE
"KOG1"	"YHR186C"	475999	480672	"Kontroller Of Growth"	""	"YHR186C"	TRUE
"PRI1"	"YIR008C"	373077	374306	"DNA PRImase"	""	"YIR008C"	TRUE
"YEL068C"	"YEL068C"	25646	25978	"Unknown"	""	"YEL068C"	TRUE
"CDC37"	"YDR168W"	790328	791848	"Cell Division Cycle"	""	"YDR168W"	TRUE
"ATP17"	"YDR377W"	1228611	1228916	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YDR377W"	TRUE
"YMR185W"	"YMR185W"	629025	631970	"Unknown"	""	"YMR185W"	TRUE
"HOS1"	"YPR068C"	682941	684353	"Hda One Similar"	""	"YPR068C"	TRUE
"ELF1"	"YKL160W"	153269	153706	"ELongation Factor"	""	"YKL160W"	TRUE
"YDL022C-A"	"YDL022C-A"	409808	410056	"Unknown"	""	"YDL022C-A"	TRUE
"ACF4"	"YJR083C"	582608	583537	"Assembly Complementing Factor"	""	"YJR083C"	TRUE
"ALT1"	"ALT1"	318237	320015	"alanine aminotransferase"	"alanine degradation III // alanine biosynthesis"	"YLR089C"	FALSE
"YMR018W"	"YMR018W"	310208	311752	"Unknown"	""	"YMR018W"	TRUE
"BIO2"	"BIO2"	1063813	1064940	"biotin synthase"	"biotin salvage"	"YGR286C"	FALSE
"IES1"	"YFL013C"	107852	109930	"Ino Eighty Subunit"	""	"YFL013C"	TRUE
"YDR306C"	"YDR306C"	1073735	1075171	"Unknown"	""	"YDR306C"	TRUE
"JHD1"	"YER051W"	254656	256134	"JmjC domain-containing Histone Demethylase"	""	"YER051W"	TRUE
"RRN6"	"YBL014C"	199064	201748	"Regulation of RNA polymerase I"	""	"YBL014C"	TRUE
"YLR361C-A"	"YLR361C-A"	849383	849679	"Unknown"	""	"YLR361C-A"	TRUE
"SPT8"	"YLR055C"	251272	253080	"SuPpressor of Ty"	""	"YLR055C"	TRUE
"YHC1"	"YLR298C"	724721	725416	"Yeast Homolog of human U1C"	""	"YLR298C"	TRUE
"YDR089W"	"YDR089W"	622112	624721	"Unknown"	""	"YDR089W"	TRUE
"SPO20"	"YMR017W"	307489	308682	"SPOrulation"	""	"YMR017W"	TRUE
"YMR221C"	"YMR221C"	713931	715445	"Found in Mitochondrial Proteome"	""	"YMR221C"	TRUE
"YLR363W-A"	"YLR363W-A"	853461	853718	"Unknown"	""	"YLR363W-A"	TRUE
"SWC5"	"YBR231C"	682179	683090	"SWr Complex"	""	"YBR231C"	TRUE
"YOL075C"	"YOL075C"	189658	193542	"YOL075C"	""	"YOL075C"	TRUE
"YDL157C"	"YDL157C"	174232	174588	"Unknown"	""	"YDL157C"	TRUE
"GCR2"	"YNL199C"	264926	266530	"GlyColysis Regulation"	""	"YNL199C"	TRUE
"CSM1"	"YCR086W"	263392	263964	"Chromosome Segregation in Meiosis"	""	"YCR086W"	TRUE
"YLR287C"	"YLR287C"	710991	712058	"Unknown"	""	"YLR287C"	TRUE
"MTC3"	"YGL226W"	73340	73711	"Maintenance of Telomere Capping"	""	"YGL226W"	TRUE
"HUB1"	"YNR032C-A"	687243	687464	"Homologous to UBiquitin"	""	"YNR032C-A"	TRUE
"YCL021W-A"	"YCL021W-A"	83620	83997	"Unknown"	""	"YCL021W-A"	TRUE
"RCN2"	"YOR220W"	755328	756125	"Regulator of CalciNeurin"	""	"YOR220W"	TRUE
"HIP1"	"YGR191W"	880420	882231	"HIstidine Permease"	""	"YGR191W"	TRUE
"YLR159W"	"YLR159W"	485345	485689	"Unknown"	""	"YLR159W"	TRUE
"MPC2"	"YHR162W"	423072	423461	"Mitochondrial Pyruvate Carrier"	""	"YHR162W"	TRUE
"SRL4"	"YPL033C"	487362	488207	"Suppressor of Rad53 null Lethality or Suppressor of Rad53 and Lcd1"	""	"YPL033C"	TRUE
"YCL002C"	"YCL002C"	110808	111675	"Unknown"	""	"YCL002C"	TRUE
"SAN1"	"YDR143C"	742042	743874	"Sir Antagonist"	""	"YDR143C"	TRUE
"PMT2"	"PMT2"	106272	108551	"dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase"	"protein <I>O</i>-mannosylation I (yeast)"	"YAL023C"	FALSE
"YLL066C"	"YLL066C"	6120	9836	"Unknown"	""	"YLL066C"	TRUE
"RPL43A"	"YPR043W"	654166	654847	"Ribosomal Protein of the Large subunit"	""	"YPR043W"	TRUE
"YIL151C"	"YIL151C"	57338	60694	"Est1A/B-Smg6/5-Like"	""	"YIL151C"	TRUE
"YBL039W-B"	"YBL039W-B"	143393	143572	"Unknown"	""	"YBL039W-B"	TRUE
"PTK2"	"YJR059W"	545787	548243	"Putative serine/Threonine protein Kinase"	""	"YJR059W"	TRUE
"YPQ2"	"YDR352W"	1181801	1182754	"Yeast PQ-loop protein"	""	"YDR352W"	TRUE
"YKR070W"	"YKR070W"	573574	574632	"Unknown"	""	"YKR070W"	TRUE
"QCR9"	"QCR9"	859063	859476	"ubiquinol cytochrome c reductase subunit 9"	"aerobic respiration (cytochrome c) // aerobic respiration (linear view)"	"YGR183C"	FALSE
"SHE2"	"YKL130C"	195288	196028	"Swi5p-dependent HO Expression"	""	"YKL130C"	TRUE
"YBR137W"	"YBR137W"	513044	513583	"Unknown"	""	"YBR137W"	TRUE
"YPT31"	"YER031C"	214076	214747	"Yeast Protein Two"	""	"YER031C"	TRUE
"FOX2"	"FOX2"	454352	457054	"peroxisomal multifunctional enzyme type 2"	"10-<i>cis</i>-heptadecenoyl-CoA degradation // 10-<i>trans</i>-heptadecenoyl-CoA degradation (reductase-dependent) // 10-<i>trans</i>-heptadecenoyl-CoA degradation (MFE-dependent) // 9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent) // stearate biosynthesis I (animals and fungi) // fatty acid &beta;-oxidation (peroxisome) // very long chain fatty acid biosynthesis // fatty acid oxidation (non-cyclic)"	"YKR009C"	FALSE
"YKL071W"	"YKL071W"	305114	305884	"Unknown"	""	"YKL071W"	TRUE
"SNF7"	"YLR025W"	194452	195174	"Sucrose NonFermenting"	""	"YLR025W"	TRUE
"MOB2"	"YFL034C-B"	63016	63993	"Mps One Binder"	""	"YFL034C-B"	TRUE
"YBL029W"	"YBL029W"	166134	167264	"Unknown"	""	"YBL029W"	TRUE
"DPM1"	"DPM1"	900755	901558	"dolichyl-phosphate mannose synthase"	"dolichyl phosphate D-mannose biosynthesis // protein <i>N</i>-glycosylation (eukaryotic) initial steps // protein <I>O</i>-mannosylation I (yeast)"	"YPR183W"	FALSE
"FLO1"	"YAR050W"	203403	208016	"FLOcculation"	""	"YAR050W"	TRUE
"YJL052C-A"	"YJL052C-A"	337884	338003	"Unknown"	""	"YJL052C-A"	TRUE
"TUB3"	"YML124C"	22048	23683	"TUBulin"	""	"YML124C"	TRUE
"DCS1"	"YLR270W"	681186	682238	"DeCapping Scavenger"	""	"YLR270W"	TRUE
"GUA1"	"GUA1"	701790	703367	"GMP synthase monomer"	"citrulline biosynthesis // glutamine degradation I // superpathway of purine nucleotides <i>de novo</i> biosynthesis I // guanosine ribonucleotides <i>de novo</i> biosynthesis"	"YMR217W"	FALSE
"COS111"	"YBR203W"	629168	631942	"Ciclopirox Olamine Sensitive"	""	"YBR203W"	TRUE
"CIK1"	"YMR198W"	659745	661529	"Chromosome Instability and Karyogamy"	""	"YMR198W"	TRUE
"YJR056C"	"YJR056C"	541792	542502	"Unknown"	""	"YJR056C"	TRUE
"MRPL22"	"YNL177C"	303686	304615	"Mitochondrial Ribosomal Protein, Large subunit"	""	"YNL177C"	TRUE
"PWP2"	"YCR057C"	220457	223228	"Periodic tryptophan (W) Protein"	""	"YCR057C"	TRUE
"RNR4"	"RNR4"	855264	856301	"ribonucleoside-diphosphate reductase, small subunit R4"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I // superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides biosynthesis from CTP"	"YGR180C"	FALSE
"SPT16"	"YGL207W"	98969	102076	"SuPpressor of Ty"	""	"YGL207W"	TRUE
"POP2"	"YNR052C"	719346	720647	"PGK promoter directed OverProduction"	""	"YNR052C"	TRUE
"YJL107C"	"YJL107C"	218853	220016	"Unknown"	""	"YJL107C"	TRUE
"TOA1"	"YOR194C"	711683	712543	"TOA1"	""	"YOR194C"	TRUE
"MRPS35"	"YGR165W"	829116	830153	"Mitochondrial Ribosomal Protein, Small subunit"	""	"YGR165W"	TRUE
"YPL119C-A"	"YPL119C-A"	324024	324287	"Unknown"	""	"YPL119C-A"	TRUE
"RAD61"	"YDR014W"	474046	475989	"RADiation sensitive"	""	"YDR014W"	TRUE
"RRP12"	"YPL012W"	529723	533409	"Ribosomal RNA Processing"	""	"YPL012W"	TRUE
"YIL014C-A"	"YIL014C-A"	325212	325526	"Unknown"	""	"YIL014C-A"	TRUE
"CRP1"	"YHR146W"	390300	391697	"Cruciform DNA-Recognizing Protein"	""	"YHR146W"	TRUE
"VIP1"	"YLR410W"	937541	940981	"MONOMER3O-224"	"inositol phosphate biosynthesis"	"YLR410W"	TRUE
"YPR096C"	"YPR096C"	724842	725144	"Unknown"	""	"YPR096C"	TRUE
"DPB4"	"YDR121W"	693585	694175	"DNA Polymerase B (II) subunit"	""	"YDR121W"	TRUE
"RPL16A"	"YIL133C"	98527	99416	"Ribosomal Protein of the Large subunit"	""	"YIL133C"	TRUE
"YIL089W"	"YIL089W"	195599	196216	"Unknown"	""	"YIL089W"	TRUE
"YPR022C"	"YPR022C"	603911	607312	"YPR022C"	""	"YPR022C"	TRUE
"IRC3"	"YDR332W"	1131001	1133070	"Increased Recombination Centers"	""	"YDR332W"	TRUE
"YPL229W"	"YPL229W"	117067	117687	"Unknown"	""	"YPL229W"	TRUE
"GEF1"	"YJR040W"	507746	510085	"Glycerol Ethanol, Ferric requiring"	""	"YJR040W"	TRUE
"HAP4"	"YKL109W"	232227	233891	"Heme Activator Protein"	""	"YKL109W"	TRUE
"YHR213W-B"	"YHR213W-B"	540800	541099	"Unknown"	""	"YHR213W-B"	TRUE
"PDE1"	"PDE1"	35653	36762	"3',5'-cyclic-nucleotide phosphodiesterase, low affinity"	""	"YGL248W"	FALSE
"ASG1"	"YIL130W"	102782	105676	"Activator of Stress Genes"	""	"YIL130W"	TRUE
"LEE1"	"YPL054W"	455759	456664	"Unknown"	""	"YPL054W"	TRUE
"SEC3"	"YER008C"	167808	171818	"SECretory"	""	"YER008C"	TRUE
"PEX3"	"YDR329C"	1126270	1127595	"PEroXin"	""	"YDR329C"	TRUE
"YHR127W"	"YHR127W"	360913	361644	"Unknown"	""	"YHR127W"	TRUE
"NSE1"	"YLR007W"	164392	165402	"Non-SMC Element"	""	"YLR007W"	TRUE
"HSL1"	"YKL101W"	248920	253476	"Histone Synthetic Lethal"	""	"YKL101W"	TRUE
"YOL164W-A"	"YOL164W-A"	4130	4312	"Unknown"	""	"YOL164W-A"	TRUE
"PEP4"	"PEP4"	259714	260931	"vacuolar proteinase A"	""	"YPL154C"	FALSE
"MDH1"	"MDH1"	279123	280127	"mitochondrial malate dehydrogenase subunit"	"TCA cycle, aerobic respiration // aspartate degradation II"	"YKL085W"	FALSE
"YHL049C"	"YHL049C"	3726	4541	"Unknown"	""	"YHL049C"	TRUE
"CUE4"	"YML101C"	69735	70088	"Coupling of Ubiquitin conjugation to ER degradation"	""	"YML101C"	TRUE
"DDI2"	"YFL061W"	9545	10222	"DNA Damage Inducible"	""	"YFL061W"	TRUE
"YOR289W"	"YOR289W"	853357	854112	"Unknown"	""	"YOR289W"	TRUE
"SMP1"	"YBR182C"	593506	594864	"Second MEF2-like Protein 1"	""	"YBR182C"	TRUE
"CNE1"	"YAL058W"	37464	38972	"CalNExin and calreticulin homolog"	""	"YAL058W"	TRUE
"YGL007C-A"	"YGL007C-A"	482941	483027	"Unknown"	""	"YGL007C-A"	TRUE
"NSG2"	"YNL156C"	341069	341968	"NSG2"	""	"YNL156C"	TRUE
"TOP3"	"YLR234W"	609783	611753	"TOPoisomerase"	""	"YLR234W"	TRUE
"YOR059C"	"YOR059C"	438906	440258	"Unknown"	""	"YOR059C"	TRUE
"ATG1"	"YGL180W"	160065	162758	"AuTophaGy related"	""	"YGL180W"	TRUE
"DDR48"	"YMR173W"	608689	609981	"DNA Damage Responsive"	""	"YMR173W"	TRUE
"YGR125W"	"YGR125W"	742325	745435	"Unknown"	""	"YGR125W"	TRUE
"DCS2"	"YOR173W"	657264	658325	"DeCapping Scavenger"	""	"YOR173W"	TRUE
"NPP1"	"YCR026C"	164111	166339	"ecto-Nucleotide Pyrophosphatase/Phosphodiesterase"	"pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I"	"YCR026C"	TRUE
"YOL014W"	"YOL014W"	299693	300067	"Unknown"	""	"YOL014W"	TRUE
"YPD1"	"YDL235C"	33415	33918	"tyrosine (Y) Phosphatase Dependent"	""	"YDL235C"	TRUE
"SNF12"	"YNR023W"	670418	672118	"Sucrose NonFermenting"	""	"YNR023W"	TRUE
"YGL262W"	"YGL262W"	5312	5839	"Unknown"	""	"YGL262W"	TRUE
"ORC6"	"YHR118C"	344321	345628	"Origin Recognition Complex"	""	"YHR118C"	TRUE
"PRE9"	"YGR135W"	761392	762168	"PRoteinase yscE"	""	"YGR135W"	TRUE
"YNR040W"	"YNR040W"	699690	700460	"Unknown"	""	"YNR040W"	TRUE
"TVP15"	"YDR100W"	655013	655444	"Tlg2-Vesicle Protein"	""	"YDR100W"	TRUE
"ATP19"	"YOL077W-A"	185438	185644	"ATP synthase"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YOL077W-A"	TRUE
"YGL036W"	"YGL036W"	428601	431330	"Unknown"	""	"YGL036W"	TRUE
"YPR003C"	"YPR003C"	561504	563768	"YPR003C"	""	"YPR003C"	TRUE
"HPM1"	"YIL110W"	156045	157178	"Histidine Protein Methyltransferase"	""	"YIL110W"	TRUE
"YNL144C"	"YNL144C"	352820	355042	"Unknown"	""	"YNL144C"	TRUE
"APL1"	"YJR005W"	445923	448025	"clathrin Adaptor Protein complex Large chain"	""	"YJR005W"	TRUE
"GIC2"	"YDR309C"	1079048	1080199	"GTPase Interactive Component"	""	"YDR309C"	TRUE
"YFL065C"	"YFL065C"	3030	3338	"Unknown"	""	"YFL065C"	TRUE
"TRP5"	"TRP5"	446412	448535	"tryptophan synthetase"	"superpathway of phenylalanine, tyrosine and tryptophan biosynthesis // tryptophan biosynthesis"	"YGL026C"	FALSE
"AI1"	"Q0050"	13818	16322	"AI1"	""	"Q0050"	TRUE
"YNL018C"	"YNL018C"	599936	601774	"Unknown"	""	"YNL018C"	TRUE
"POL5"	"YEL055C"	48471	51539	"POLymerase"	""	"YEL055C"	TRUE
"VMA5"	"YKL080W"	285030	286208	"VMA5"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine ribonucleotides <i>de novo</i> biosynthesis"	"YKL080W"	TRUE
"YER156C"	"YER156C"	483325	484341	"Unknown"	""	"YER156C"	TRUE
"RNP1"	"YLL046C"	46714	47463	"RNP1"	""	"YLL046C"	TRUE
"CPA2"	"CPA2"	629585	632941	"carbamoyl phosphate synthetase"	"citrulline biosynthesis // glutamine degradation I // arginine biosynthesis // urea cycle"	"YJR109C"	FALSE
"YMR158C-A"	"YMR158C-A"	573194	573331	"Unknown"	""	"YMR158C-A"	TRUE
"PMT3"	"PMT3"	916030	918291	"dolichyl phosphate-D-mannose:protein O-D-mannosyltransferase"	"protein <I>O</i>-mannosylation I (yeast)"	"YOR321W"	FALSE
"PMP2"	"YEL017C-A"	122798	122929	"Plasma Membrane Proteolipid"	""	"YEL017C-A"	TRUE
"YEL025C"	"YEL025C"	102581	106147	"Unknown"	""	"YEL025C"	TRUE
"COG8"	"YML071C"	129749	131572	"Conserved Oligomeric Golgi complex"	""	"YML071C"	TRUE
"PRP45"	"YAL032C"	83335	84474	"Pre-mRNA Processing"	""	"YAL032C"	TRUE
"YMR160W"	"YMR160W"	575066	577516	"Unknown"	""	"YMR160W"	TRUE
"AMN1"	"YBR158W"	556549	558198	"Antagonist of Mitotic exit Network"	""	"YBR158W"	TRUE
"CLB4"	"YLR210W"	562008	563390	"CycLin B"	""	"YLR210W"	TRUE
"YDL085C-A"	"YDL085C-A"	302464	302670	"Unknown"	""	"YDL085C-A"	TRUE
"TEP1"	"YNL128W"	382359	383663	"TEnsin-like Phosphatase"	""	"YNL128W"	TRUE
"IMP1"	"YMR150C"	561956	562528	"Inner Membrane Protease"	""	"YMR150C"	TRUE
"YML131W"	"YML131W"	10198	11295	"Unknown"	""	"YML131W"	TRUE
"YIP5"	"YGL161C"	199210	200142	"Ypt-Interacting Protein"	""	"YGL161C"	TRUE
"CDC10"	"YCR002C"	117380	118348	"Cell Division Cycle"	""	"YCR002C"	TRUE
"YDR262W"	"YDR262W"	993134	993952	"Unknown"	""	"YDR262W"	TRUE
"RPB2"	"YOR151C"	612997	616671	"RNA Polymerase B"	""	"YOR151C"	TRUE
"DDI3"	"YNL335W"	11452	12129	"DNA Damage Inducible"	""	"YNL335W"	TRUE
"YLR157W-E"	"YLR157W-E"	481873	482037	"Unknown"	""	"YLR157W-E"	TRUE
"PRR2"	"YDL214C"	74446	76545	"Pheromone Response Regulator"	""	"YDL214C"	TRUE
"CLD1"	"YGR110W"	713709	715046	"CardioLipin-specific Deacylase"	""	"YGR110W"	TRUE
"YDR042C"	"YDR042C"	540601	541203	"Unknown"	""	"YDR042C"	TRUE
"HXT5"	"YHR096C"	294669	296447	"HeXose Transporter"	""	"YHR096C"	TRUE
"SCP1"	"YOR367W"	1026007	1026609	"S. cerevisiae CalPonin"	""	"YOR367W"	TRUE
"YLR455W"	"YLR455W"	1053629	1054543	"Unknown"	""	"YLR455W"	TRUE
"VPS41"	"YDR080W"	604008	606986	"Vacuolar Protein Sorting"	""	"YDR080W"	TRUE
"SDS3"	"YIL084C"	202276	203259	"Suppressor of Defective Silencing"	""	"YIL084C"	TRUE
"YDL121C"	"YDL121C"	245133	245582	"Unknown"	""	"YDL121C"	TRUE
"CLN2"	"YPL256C"	64977	66614	"CycLiN"	""	"YPL256C"	TRUE
"INM2"	"YDR287W"	1035995	1036873	"INositol Monophosphatase"	"<i>myo</i>-inositol biosynthesis"	"YDR287W;YDR287W"	FALSE
"YLR271W"	"YLR271W"	682737	683561	"Unknown"	""	"YLR271W"	TRUE
"PRP21"	"YJL203W"	53341	54183	"Pre-mRNA Processing"	""	"YJL203W"	TRUE
"RPC82"	"YPR190C"	917077	919041	"RNA Polymerase C"	""	"YPR190C"	TRUE
"YCR102C"	"YCR102C"	304361	305467	"Unknown"	""	"YCR102C"	TRUE
"PDA1"	"PDA1"	546817	548079	"pyruvate dehydrogenase E1 &alpha; subunit"	"pyruvate dehydrogenase complex"	"YER178W"	FALSE
"DEF1"	"YKL054C"	336537	338753	"RNAPII DEgradation Factor"	""	"YKL054C"	TRUE
"YLR149C"	"YLR149C"	437631	439823	"Unknown"	""	"YLR149C"	TRUE
"HYP2"	"YEL034W"	85676	86149	"HYPusine-containing protein"	""	"YEL034W"	TRUE
"ERG20"	"ERG20"	105014	106072	"Erg20"	"superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate) // superpathway of ergosterol biosynthesis // hexaprenyl diphosphate biosynthesis // <i>trans, trans</i>-farnesyl diphosphate biosynthesis // geranyl diphosphate biosynthesis"	"YJL167W"	FALSE
"YCR099C"	"YCR099C"	300832	301299	"Unknown"	""	"YCR099C"	TRUE
"PAU17"	"YLL025W"	94747	95121	"seriPAUperin"	""	"YLL025W"	TRUE
"DNF1"	"YER166W"	512744	517459	"Drs2 Neo1 Family"	""	"YER166W"	TRUE
"YLR108C"	"YLR108C"	366667	368124	"Unknown"	""	"YLR108C"	TRUE
"SER1"	"SER1"	679357	680544	"phosphoserine transaminase"	"superpathway of serine and glycine biosynthesis I // serine biosynthesis from 3-phosphoglycerate"	"YOR184W"	FALSE
"SYN8"	"YAL014C"	128252	129019	"SYNtaxin"	""	"YAL014C"	TRUE
"YBR221W-A"	"YBR221W-A"	666538	666642	"Unknown"	""	"YBR221W-A"	TRUE
"GAL80"	"YML051W"	171594	172901	"GALactose metabolism"	""	"YML051W"	TRUE
"MDL1"	"YLR188W"	528300	530387	"MultiDrug resistance-Like"	""	"YLR188W"	TRUE
"YLL054C"	"YLL054C"	32673	35204	"Unknown"	""	"YLL054C"	TRUE
"MEC1"	"YBR136W"	505668	512774	"Mitosis Entry Checkpoint"	""	"YBR136W"	TRUE
"POM152"	"YMR129W"	527804	531817	"POre Membrane"	""	"YMR129W"	TRUE
"YBR085C-A"	"YBR085C-A"	418907	419164	"Unknown"	""	"YBR085C-A"	TRUE
"POL1"	"YNL102W"	430087	434493	"POLymerase"	""	"YNL102W"	TRUE
"EMC1"	"YCL045C"	44623	46905	"ER Membrane protein Complex"	""	"YCL045C"	TRUE
"YKR041W"	"YKR041W"	518198	518950	"Unknown"	""	"YKR041W"	TRUE
"MRM2"	"YGL136C"	252897	253859	"Mitochondrial rRNA Methyl transferase"	""	"YGL136C"	TRUE
"RFA2"	"YNL312W"	48287	49216	"Replication Factor A"	""	"YNL312W"	TRUE
"YBR071W"	"YBR071W"	380411	381046	"Unknown"	""	"YBR071W"	TRUE
"UBP2"	"YOR124C"	554824	558642	"UBiquitin-specific Protease"	""	"YOR124C"	TRUE
"YGR093W"	"YGR093W"	670388	671911	"Debranching enzyme-associated RiboNuclease"	""	"YGR093W"	TRUE
"YKL050C"	"YKL050C"	342852	345620	"Unknown"	""	"YKL050C"	TRUE
"NUS1"	"YDL193W"	114672	115799	"dehydrodolichyl diphosphate syntase NUS1 subunit"	"dolichol and dolichyl phosphate biosynthesis"	"YDL193W"	TRUE
"RPA190"	"YOR341W"	960987	965981	"RNA Polymerase A"	""	"YOR341W"	TRUE
"YAL063C-A"	"YAL063C-A"	22395	22685	"Unknown"	""	"YAL063C-A"	TRUE
"PTC7"	"YHR076W"	251101	252225	"Phosphatase type Two C"	""	"YHR076W"	TRUE
"VHR1"	"YIL056W"	249991	251913	"VHt1 Regulator"	""	"YIL056W"	TRUE
"YJR146W"	"YJR146W"	703885	704238	"Unknown"	""	"YJR146W"	TRUE
"MAK21"	"YDR060W"	570649	573726	"MAintenance of Killer"	""	"YDR060W"	TRUE
"DIN7"	"YDR263C"	994242	995534	"DNA Damage INducible"	""	"YDR263C"	TRUE
"ADE16"	"ADE16"	199540	201315	"ADE16 monomer"	"superpathway of purine nucleotides <i>de novo</i> biosynthesis I // inosine-5'-phosphate biosynthesis II"	"YLR028C"	FALSE
"ENV7"	"YPL236C"	101608	102702	"late ENdosome and Vacuole interface function"	""	"YPL236C"	TRUE
"NUT2"	"YPR168W"	878076	878549	"Negative regulation of URS Two"	""	"YPR168W"	TRUE
"YJR012C"	"YJR012C"	459795	460418	"Unknown"	""	"YJR012C"	TRUE
"PFD1"	"YJL179W"	88787	89116	"PreFolDin"	""	"YJL179W"	TRUE
"IXR1"	"YKL032C"	380065	381858	"Intrastrand cross (X)-link Recognition"	""	"YKL032C"	TRUE
"RNR1"	"RNR1"	298950	301616	"ribonucleoside-diphosphate reductase, large subunit R1"	"guanosine deoxyribonucleotides <i>de novo</i> biosynthesis I // superpathway of purine nucleotides <i>de novo</i> biosynthesis I // adenosine nucleotides <i>de novo</i> biosynthesis // adenosine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis // pyrimidine deoxyribonucleotides <i>de novo</i> biosynthesis I // pyrimidine deoxyribonucleotides biosynthesis from CTP"	"YER070W"	FALSE
"MXR1"	"MXR1"	234937	235491	"peptide methionine sulfoxide reductase"	""	"YER042W"	FALSE
"BET4"	"BET4"	386368	387438	"protein geranylgeranyl transferase type II, alpha subunit"	""	"YJL031C"	FALSE
"YJL055W"	"YJL055W"	333357	334094	"Unknown"	""	"YJL055W"	TRUE
"MIT1"	"YEL007W"	141892	143892	"Muc1 expressed Independent of TEC1"	""	"YEL007W"	TRUE
"LSM5"	"YER146W"	462585	462866	"Like SM"	""	"YER146W"	TRUE
"YPR170W-B"	"YPR170W-B"	883239	883595	"Unknown"	""	"YPR170W-B"	TRUE
"SPO75"	"YLL005C"	137940	140546	"SPOrulation"	""	"YLL005C"	TRUE
"GRX4"	"YER174C"	538434	539168	"GlutaRedoXin // oxidized glutaredoxin 4"	"glutathione-glutaredoxin redox reactions // glutathione-glutaredoxin system"	"YER174C"	TRUE
"YIR024C"	"YIR024C"	402841	403491	"Unknown"	""	"YIR024C"	TRUE
"ALG8"	"ALG8"	451729	453462	"(glucosyl)-(mannosyl)<sub>9</sub>-(<i>N</i>-acetylglucosaminyl)<sub>2</sub>-diphosphodolichol glucosyltransferase"	"protein <i>N</i>-glycosylation (eukaryotic) initial steps"	"YOR067C"	FALSE
"PEP3"	"YLR148W"	434641	437397	"carboxyPEPtidase Y-deficient"	""	"YLR148W"	TRUE
"YPR078C"	"YPR078C"	697147	698265	"Unknown"	""	"YPR078C"	TRUE
"RPS18B"	"YML026C"	222987	223828	"Ribosomal Protein of the Small subunit"	""	"YML026C"	TRUE
"SPG4"	"YMR107W"	483014	483361	"Stationary Phase Gene"	""	"YMR107W"	TRUE
"YIL060W"	"YIL060W"	246392	246826	"Unknown"	""	"YIL060W"	TRUE
"RAD16"	"YBR114W"	467248	469620	"RADiation sensitive"	""	"YBR114W"	TRUE
"DCC1"	"YCL016C"	94621	95763	"Defective in sister Chromatid Cohesion"	""	"YCL016C"	TRUE
